# Effective stiffness matrix C_ij (Voigt)
# RVE: BT80_z95_s1, L=0.8, applied_strain=0.01
,11,22,33,12,13,23
11,3.289883e+09,9.206699e+08,9.062911e+08,1.791157e+06,-1.739035e+06,2.719215e+05
22,9.206699e+08,3.245422e+09,9.074507e+08,1.445745e+06,6.339492e+06,6.202110e+06
33,9.062911e+08,9.074507e+08,3.386089e+09,7.536928e+06,1.541388e+06,9.799371e+06
12,1.791157e+06,1.445745e+06,7.536928e+06,1.039705e+09,-8.311767e+05,5.523951e+06
13,-1.739035e+06,6.339492e+06,1.541388e+06,-8.311767e+05,1.065425e+09,3.511330e+06
23,2.719215e+05,6.202110e+06,9.799371e+06,5.523951e+06,3.511330e+06,1.051153e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,2.894308e+07,-4.731003e-04,1.025479e-04,-6.371454e+03,-3.676835e+04,-5.122429e+04
uty,-8.620278e-05,2.851484e+07,-2.158088e-04,-2.520811e+04,5.134258e+04,2.858746e+04
utz,3.628717e-04,7.065598e-04,2.993336e+07,5.114226e+04,-1.039777e+04,7.220898e+04
ss12,1.044479e+04,-3.464097e+03,5.356401e+04,1.039705e+07,2.018468e+03,5.160592e+04
ss13,-2.267584e+04,4.207975e+04,-3.455622e+03,2.018468e+03,1.065425e+07,3.995709e+04
ss23,3.271549e+03,6.175370e+04,9.515040e+04,5.160592e+04,3.995709e+04,1.051156e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,6.033776e-03,-2.264951e-03,-2.062910e-03,-1.780336e-05,-6.773870e-06,-1.870381e-05
uty,-2.217103e-03,6.004854e-03,-2.064538e-03,-3.760112e-05,-2.628969e-05,-1.894094e-05
utz,-2.151259e-03,-2.209204e-03,6.038795e-03,-2.942882e-05,-2.308851e-05,-1.902559e-05
ss12,4.935406e-06,2.525180e-06,-8.795934e-07,6.081229e-03,9.679611e-06,-2.054323e-06
ss13,3.073154e-06,-3.239027e-07,-1.336034e-06,9.921059e-06,6.055216e-03,4.310300e-06
ss23,4.529106e-07,2.707578e-06,1.978714e-06,-4.986711e-06,4.772481e-06,6.075206e-03
