# Effective stiffness matrix C_ij (Voigt)
# RVE: BTEN_z85_s4, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.145258e+10,5.492438e+09,5.601568e+09,1.099735e+07,-7.003963e+05,-6.065930e+05
22,5.492438e+09,1.146234e+10,5.597202e+09,-7.399435e+06,2.071695e+06,2.844387e+06
33,5.601568e+09,5.597202e+09,1.200397e+10,2.169489e+06,8.382300e+05,-1.447186e+06
12,1.099735e+07,-7.399435e+06,2.169489e+06,2.951666e+09,-6.689736e+05,1.753433e+06
13,-7.003963e+05,2.071695e+06,8.382300e+05,-6.689736e+05,3.021706e+09,3.661343e+06
23,-6.065930e+05,2.844387e+06,-1.447186e+06,1.753433e+06,3.661343e+06,3.016363e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,7.901322e+07,6.478287e-04,1.503263e-03,8.838678e+04,-1.503336e+04,-1.396552e+04
uty,-2.498136e-03,7.913689e+07,-1.916185e-03,-9.339309e+04,2.038289e+04,3.866944e+04
utz,1.755636e-03,-1.175518e-04,8.304456e+07,1.092034e+04,2.750165e+03,-2.173994e+04
ss12,7.042916e+04,-6.587854e+04,1.253127e+04,2.951659e+07,-6.245265e+03,1.799211e+04
ss13,-5.439239e+03,2.111551e+04,7.990710e+03,-6.245265e+03,3.021704e+07,2.701126e+04
ss23,-7.803800e+03,3.167469e+04,-1.375936e+04,1.799211e+04,2.701126e+04,3.016362e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.674371e-03,-3.254036e-03,-3.148966e-03,-1.372595e-05,2.356513e-07,-6.549065e-07
uty,-3.258956e-03,9.677483e-03,-3.142046e-03,1.024027e-05,-7.969574e-09,8.114756e-07
utz,-3.310077e-03,-3.297070e-03,9.847835e-03,7.807935e-07,-2.005616e-07,1.199377e-07
ss12,-4.760753e-06,2.137132e-06,2.105793e-08,9.702382e-03,-1.082489e-07,2.831677e-07
ss13,2.763380e-07,9.180008e-09,-1.882041e-07,4.104057e-07,9.745620e-03,-3.588995e-06
ss23,-5.342656e-07,6.085151e-07,-4.410922e-09,2.065704e-08,-2.773606e-06,9.748017e-03
