# Effective stiffness matrix C_ij (Voigt)
# RVE: BTEN_z85_s5, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.150648e+10,5.565028e+09,5.605777e+09,-4.819209e+05,-2.874713e+06,-5.062585e+05
22,5.565028e+09,1.146617e+10,5.591661e+09,-3.386734e+05,-1.286474e+05,1.396545e+06
33,5.605777e+09,5.591661e+09,1.199690e+10,-8.842989e+05,4.624424e+06,1.496788e+06
12,-4.819209e+05,-3.386734e+05,-8.842989e+05,2.958361e+09,-5.351794e+05,3.843137e+05
13,-2.874713e+06,-1.286474e+05,4.624424e+06,-5.351794e+05,3.019006e+09,-2.409387e+06
23,-5.062585e+05,1.396545e+06,1.496788e+06,3.843137e+05,-2.409387e+06,3.008144e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,7.903365e+07,-4.493680e-03,-2.578016e-03,-1.144395e+04,-4.129359e+04,-1.329411e+04
uty,5.867954e-04,7.879240e+07,-8.049612e-04,2.236891e+04,-2.518771e+04,2.403979e+04
utz,1.846236e-03,9.707604e-04,8.320281e+07,-6.644217e+03,7.032522e+04,6.909538e+03
ss12,-5.117517e+03,2.012089e+04,-1.619864e+03,2.958361e+07,1.077112e+03,-1.150313e+04
ss13,-3.038317e+04,-1.836161e+04,5.402321e+04,1.077112e+03,3.019006e+07,-1.803402e+04
ss23,2.969175e+03,3.082112e+04,1.821858e+04,-1.150314e+04,-1.803402e+04,3.008143e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.738373e-03,-3.332391e-03,-3.119614e-03,-4.962591e-06,2.112374e-07,1.355019e-08
uty,-3.321633e-03,9.733728e-03,-3.108211e-03,6.344993e-06,-6.238511e-06,4.089941e-06
utz,-3.284201e-03,-3.283202e-03,9.778088e-03,-1.058949e-06,4.581942e-06,-1.824975e-06
ss12,-7.862008e-07,3.045592e-06,2.693765e-07,9.766682e-03,2.025950e-06,-5.346169e-06
ss13,3.088882e-07,-2.434326e-06,1.718711e-06,2.273413e-06,9.767270e-03,1.766666e-06
ss23,3.116167e-07,1.764294e-06,-5.493817e-07,-4.938922e-06,2.254538e-06,9.777599e-03
