# Effective stiffness matrix C_ij (Voigt)
# RVE: BTEN_z85_s2, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.166125e+10,5.618244e+09,5.653652e+09,-2.781036e+06,-9.414077e+04,-1.985633e+06
22,5.618244e+09,1.164440e+10,5.651702e+09,5.544722e+06,-1.456275e+06,-1.092364e+06
33,5.653652e+09,5.651702e+09,1.207351e+10,-1.384664e+05,-2.197232e+06,-7.247434e+05
12,-2.781036e+06,5.544722e+06,-1.384664e+05,3.023625e+09,-1.714960e+06,-1.274508e+06
13,-9.414077e+04,-1.456275e+06,-2.197232e+06,-1.714960e+06,3.067334e+09,-5.320340e+05
23,-1.985633e+06,-1.092364e+06,-7.247434e+05,-1.274508e+06,-5.320340e+05,3.066196e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.032451e+07,-2.108392e-03,5.925842e-04,-4.914437e+04,-5.273734e+03,-2.463543e+04
uty,-3.167911e-03,8.019062e+07,-3.788144e-04,6.189890e+04,3.400344e+03,6.210703e+03
utz,4.408822e-03,2.903179e-03,8.373358e+07,-1.373386e+03,-2.074574e+04,7.201820e+03
ss12,-2.824629e+04,5.478604e+04,7.520974e+03,3.023625e+07,-2.509785e+04,-1.005819e+04
ss13,-2.008703e+04,-1.360289e+04,-3.198266e+04,-2.509785e+04,3.067334e+07,6.527670e+03
ss23,-2.689785e+04,-3.826202e+03,-3.037628e+03,-1.005819e+04,6.527670e+03,3.066196e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.722017e-03,-3.302305e-03,-3.136699e-03,-1.372483e-06,-4.931195e-06,-3.092726e-06
uty,-3.296908e-03,9.718588e-03,-3.136855e-03,-1.492131e-06,4.000800e-06,2.837972e-06
utz,-3.270103e-03,-3.276297e-03,9.775981e-03,2.763598e-06,-9.913209e-07,1.608548e-06
ss12,-2.897370e-07,-2.422803e-07,1.192847e-06,9.758663e-03,-2.463129e-06,1.036667e-06
ss13,-2.146611e-06,1.112191e-06,-5.822103e-07,-2.760149e-06,9.764047e-03,3.622216e-06
ss23,-1.480028e-06,9.612680e-07,4.350616e-07,7.248361e-07,4.103093e-06,9.770738e-03
