# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z65, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.256349e+10,5.958697e+09,5.991244e+09,3.761292e+05,1.209777e+06,-6.734679e+05
22,5.958697e+09,1.256373e+10,5.991529e+09,-7.018042e+05,1.012791e+06,-1.849530e+06
33,5.991244e+09,5.991529e+09,1.272039e+10,-4.081118e+05,1.291414e+05,7.548857e+05
12,3.761292e+05,-7.018042e+05,-4.081118e+05,3.284651e+09,-7.000853e+05,8.090361e+05
13,1.209777e+06,1.012791e+06,1.291414e+05,-7.000853e+05,3.301429e+09,-5.661662e+05
23,-6.734679e+05,-1.849530e+06,7.548857e+05,8.090361e+05,-5.661662e+05,3.302602e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.731651e+07,-3.991274e-04,-3.226357e-04,-7.018519e+03,1.662691e+04,5.485313e+03
uty,-1.141520e-03,8.731617e+07,5.012375e-04,3.388489e+04,-7.780278e+03,-3.593517e+04
utz,-4.937288e-04,6.112918e-04,8.844339e+07,-1.192124e+04,-4.797488e+02,1.694782e+04
ss12,5.544853e+03,3.632619e+04,1.896429e+03,3.284651e+07,-2.921384e+03,5.767243e+01
ss13,1.853538e+04,1.689280e+02,5.689922e+03,-2.921384e+03,3.301428e+07,-6.266400e+03
ss23,-5.689091e+03,-3.685892e+04,2.906764e+03,5.766627e+01,-6.266400e+03,3.302602e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.709139e-03,-3.219561e-03,-3.193011e-03,-4.537058e-06,2.324360e-06,2.534368e-06
uty,-3.220257e-03,9.710990e-03,-3.193626e-03,1.227354e-05,-4.077154e-06,-5.055219e-06
utz,-3.234837e-03,-3.234837e-03,9.755844e-03,-2.755626e-06,1.373127e-06,4.106812e-07
ss12,-1.549018e-06,4.736061e-06,-9.562534e-07,9.728014e-03,1.172933e-06,-2.477725e-06
ss13,1.003902e-06,-1.554081e-06,7.261574e-07,1.303435e-06,9.741408e-03,-1.845252e-07
ss23,1.002586e-06,-2.031040e-06,9.536461e-08,-2.397474e-06,-1.831760e-07,9.744800e-03
