# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z25, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.284436e+10,6.052623e+09,6.078703e+09,4.662361e+05,8.430023e+05,2.651958e+05
22,6.052623e+09,1.284821e+10,6.076946e+09,-6.634531e+05,2.295531e+05,3.824059e+05
33,6.078703e+09,6.076946e+09,1.293831e+10,-2.415797e+05,8.438760e+05,4.712176e+05
12,4.662361e+05,-6.634531e+05,-2.415797e+05,3.379920e+09,1.536540e+05,4.718930e+05
13,8.430023e+05,2.295531e+05,8.438760e+05,1.536540e+05,3.388910e+09,-3.687314e+05
23,2.651958e+05,3.824059e+05,4.712176e+05,4.718930e+05,-3.687314e+05,3.385567e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.965406e+07,-3.925962e-04,1.201724e-04,1.646014e+04,8.503799e+03,2.558889e+03
uty,-4.401242e-04,8.970348e+07,-5.257901e-04,8.627604e+02,1.268258e+03,-3.735405e+03
utz,-5.727237e-04,-4.615272e-04,9.029096e+07,-1.061585e+04,-1.709277e+03,8.231465e+03
ss12,1.722989e+04,5.484815e+03,-3.142970e+03,3.379920e+07,5.384256e+03,6.927301e+03
ss13,1.218626e+04,6.736461e+03,4.514776e+03,5.384256e+03,3.388910e+07,-7.550639e+03
ss23,6.963857e+03,2.220193e+03,1.125291e+04,6.927301e+03,-7.550639e+03,3.385567e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.679173e-03,-3.199267e-03,-3.195359e-03,2.638002e-06,1.170670e-06,7.286559e-07
uty,-3.201444e-03,9.680417e-03,-3.192821e-03,2.548006e-06,1.535731e-06,-1.565625e-06
utz,-3.218285e-03,-3.213789e-03,9.725810e-03,-2.663539e-06,-1.801432e-06,1.463846e-06
ss12,9.936050e-07,8.846736e-07,-9.410379e-07,9.706606e-03,1.107440e-06,6.516300e-07
ss13,3.486341e-07,4.072051e-07,-7.919879e-07,1.166621e-06,9.720798e-03,-1.184791e-06
ss23,3.238339e-07,-5.549770e-07,6.994889e-07,6.540389e-07,-1.096703e-06,9.716891e-03
