# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z35, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.280473e+10,6.026246e+09,6.056925e+09,-5.593333e+05,5.385016e+05,1.016098e+06
22,6.026246e+09,1.279865e+10,6.053915e+09,7.701690e+05,-9.874455e+05,-3.675333e+05
33,6.056925e+09,6.053915e+09,1.290855e+10,-1.011112e+05,2.291139e+05,-1.086008e+05
12,-5.593333e+05,7.701690e+05,-1.011112e+05,3.368066e+09,1.190987e+06,-9.960879e+05
13,5.385016e+05,-9.874455e+05,2.291139e+05,1.190987e+06,3.380158e+09,-1.522935e+05
23,1.016098e+06,-3.675333e+05,-1.086008e+05,-9.960879e+05,-1.522935e+05,3.377888e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.943751e+07,2.556560e-03,2.284845e-03,-1.541131e+04,2.543756e+04,1.422256e+04
uty,4.086037e-04,8.940825e+07,1.393494e-03,1.103028e+04,-1.849016e+04,-1.206690e+04
utz,-4.911639e-03,-3.868489e-03,9.013475e+07,8.781896e+02,7.290106e+02,-5.628910e+03
ss12,-1.411810e+04,5.800682e+03,-1.858921e+03,3.368066e+07,1.174413e+04,-1.168324e+04
ss13,2.465349e+04,-8.438354e+03,6.064863e+03,1.174413e+04,3.380158e+07,-3.865283e+02
ss23,8.241867e+03,-1.156060e+04,-6.719821e+03,-1.168324e+04,-3.865279e+02,3.377888e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.672679e-03,-3.198291e-03,-3.191889e-03,-2.221912e-06,5.026787e-06,9.243399e-07
uty,-3.197880e-03,9.670927e-03,-3.189602e-03,3.442681e-07,-1.687412e-06,-1.598947e-06
utz,-3.217161e-03,-3.215302e-03,9.725334e-03,7.760497e-07,-8.256512e-07,-7.981263e-07
ss12,-8.770793e-07,1.289469e-07,2.727063e-07,9.695567e-03,1.739708e-08,-5.885762e-07
ss13,2.039520e-06,-7.144148e-07,-3.440345e-07,-1.151071e-07,9.715749e-03,3.897288e-07
ss23,2.031747e-07,-6.220488e-07,-2.485444e-07,-4.321309e-07,2.821733e-07,9.715147e-03
