# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z55, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.274163e+10,6.048854e+09,6.082574e+09,3.002114e+06,-3.846477e+05,-1.572857e+06
22,6.048854e+09,1.273436e+10,6.079873e+09,3.485183e+06,2.656604e+05,6.377480e+04
33,6.082574e+09,6.079873e+09,1.286135e+10,1.954582e+05,-1.035073e+06,-2.912138e+05
12,3.002114e+06,3.485183e+06,1.954582e+05,3.327256e+09,-1.524248e+06,1.895329e+05
13,-3.846477e+05,2.656604e+05,-1.035073e+06,-1.524248e+06,3.343661e+09,-1.589909e+05
23,-1.572857e+06,6.377480e+04,-2.912138e+05,1.895329e+05,-1.589909e+05,3.344578e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.843605e+07,-5.422067e-04,7.213432e-04,2.101919e+04,-7.541664e+03,-1.911244e+04
uty,-2.092232e-03,8.839378e+07,6.975730e-04,3.475859e+04,4.770772e+03,5.269370e+03
utz,-9.855015e-04,-7.220157e-04,8.924416e+07,-2.641918e+04,-1.342578e+03,1.889649e+04
ss12,3.704008e+04,4.737984e+04,1.433554e+03,3.327256e+07,-1.471271e+04,-1.573171e+01
ss13,-8.632483e+03,6.377957e+02,-3.978759e+03,-1.471271e+04,3.343661e+07,-4.857748e+03
ss23,-1.080997e+04,7.549477e+03,1.782353e+04,-1.573394e+01,-4.857748e+03,3.344578e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.726520e-03,-3.218387e-03,-3.207890e-03,1.022883e-06,-1.974742e-06,-1.215787e-06
uty,-3.216975e-03,9.722437e-03,-3.205946e-03,2.532735e-06,-6.186353e-07,-5.093607e-07
utz,-3.237231e-03,-3.236607e-03,9.770864e-03,-2.458193e-06,2.704834e-06,5.460415e-06
ss12,2.926981e-07,1.380267e-06,-6.768877e-07,9.744311e-03,1.137669e-07,-6.051415e-07
ss13,-6.488826e-07,-3.270795e-07,9.133717e-07,2.047265e-07,9.759810e-03,-9.395751e-07
ss23,-4.527546e-07,-1.102761e-07,1.744172e-06,-5.405211e-07,-1.014737e-06,9.765032e-03
