# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z75, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.237646e+10,5.903302e+09,5.939946e+09,2.389947e+05,-3.469712e+06,-8.832657e+05
22,5.903302e+09,1.238270e+10,5.937626e+09,1.649847e+06,-5.557576e+05,-1.904639e+04
33,5.939946e+09,5.937626e+09,1.253462e+10,-9.486823e+04,1.767084e+06,5.319687e+05
12,2.389947e+05,1.649847e+06,-9.486823e+04,3.216493e+09,-6.076049e+05,-2.313502e+05
13,-3.469712e+06,-5.557576e+05,1.767084e+06,-6.076049e+05,3.242070e+09,9.360071e+04
23,-8.832657e+05,-1.904639e+04,5.319687e+05,-2.313502e+05,9.360071e+04,3.239300e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.564195e+07,1.191890e-03,1.278893e-03,-4.820110e+03,-4.931235e+04,-5.270804e+03
uty,8.546806e-04,8.571756e+07,8.306780e-04,1.766079e+04,-1.005287e+04,-6.374048e+03
utz,-1.381248e-03,-3.123084e-03,8.676453e+07,-5.195172e+03,4.336395e+04,3.077866e+03
ss12,1.919946e+03,1.883744e+04,1.667954e+03,3.216493e+07,-6.452544e+03,-1.404009e+04
ss13,-4.888835e+04,-1.936160e+04,2.076747e+04,-6.452544e+03,3.242071e+07,2.968026e+03
ss23,-1.017654e+04,-1.100775e+04,-3.932320e+03,-1.404009e+04,2.968025e+03,3.239300e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.737545e-03,-3.227830e-03,-3.209464e-03,-7.132899e-07,-3.125675e-06,1.659818e-06
uty,-3.231744e-03,9.737854e-03,-3.206372e-03,4.327681e-07,-2.960330e-06,-2.065864e-06
utz,-3.251735e-03,-3.244305e-03,9.779112e-03,8.203032e-07,4.024552e-06,-1.696370e-06
ss12,-2.295439e-07,2.203450e-07,1.452986e-07,9.752529e-03,-1.760575e-07,-3.658490e-06
ss13,-1.323164e-06,-1.243235e-06,1.354351e-06,-5.599429e-08,9.776616e-03,5.859150e-07
ss23,5.781461e-07,-9.393774e-07,-5.750604e-07,-3.606646e-06,6.675565e-07,9.774409e-03
