# Effective stiffness matrix C_ij (Voigt)
# RVE: BTEN_z95_s3, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,9.657926e+09,4.735726e+09,4.791581e+09,1.495368e+07,2.211273e+05,3.123622e+05
22,4.735726e+09,9.692448e+09,4.804407e+09,-1.174599e+07,-3.746878e+06,-3.601260e+05
33,4.791581e+09,4.804407e+09,1.054543e+10,-1.662225e+06,1.237030e+06,4.437404e+05
12,1.495368e+07,-1.174599e+07,-1.662225e+06,2.383777e+09,1.016688e+06,-2.423089e+06
13,2.211273e+05,-3.746878e+06,1.237030e+06,1.016688e+06,2.547814e+09,-3.370854e+06
23,3.123622e+05,-3.601260e+05,4.437404e+05,-2.423089e+06,-3.370854e+06,2.560069e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,6.612304e+07,5.341009e-04,-1.047915e-03,1.796771e+05,2.781188e+04,-1.463679e+04
uty,1.812318e-03,6.632495e+07,1.475214e-03,-1.120448e+05,-3.111052e+04,7.787407e+03
utz,-1.389299e-03,-2.173523e-03,7.350519e+07,-2.070266e+04,1.935554e+03,3.264219e+02
ss12,1.706038e+05,-4.545904e+04,2.208655e+04,2.383765e+07,-7.978665e+03,-1.753572e+04
ss13,1.944588e+04,-2.421181e+04,2.851702e+02,-7.978665e+03,2.547809e+07,-4.152503e+03
ss23,-1.588164e+04,7.206692e+02,-4.861226e+03,-1.753571e+04,-4.152502e+03,2.560064e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.590717e-03,-3.407908e-03,-2.995621e-03,-8.964598e-06,6.693579e-06,-7.657293e-06
uty,-3.406488e-03,9.629450e-03,-3.005473e-03,1.049423e-05,5.150121e-06,7.500262e-06
utz,-3.326080e-03,-3.330685e-03,9.693948e-03,1.684295e-06,-8.075817e-06,-1.515002e-06
ss12,-1.273455e-06,1.198025e-05,1.393000e-06,9.612107e-03,-6.891203e-06,2.845119e-06
ss13,2.412592e-06,1.293174e-06,-3.248434e-06,-7.835517e-06,9.644796e-03,1.134121e-05
ss23,-2.392109e-06,1.257224e-06,-6.594136e-07,2.574216e-06,1.179942e-05,9.701029e-03
