# Effective stiffness matrix C_ij (Voigt)
# RVE: BTEN_z95_s5, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,9.653326e+09,4.823074e+09,4.846809e+09,1.664108e+07,9.200895e+06,7.416028e+06
22,4.823074e+09,9.511511e+09,4.806754e+09,3.538820e+07,-4.732300e+05,-1.117597e+07
33,4.846809e+09,4.806754e+09,1.055820e+10,1.311998e+07,2.866487e+06,-8.335719e+06
12,1.664108e+07,3.538820e+07,1.311998e+07,2.405400e+09,6.070395e+06,-8.221797e+05
13,9.200895e+06,-4.732300e+05,2.866487e+06,6.070395e+06,2.551748e+09,1.539487e+07
23,7.416028e+06,-1.117597e+07,-8.335719e+06,-8.221797e+05,1.539487e+07,2.512942e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,6.493534e+07,9.584392e-04,1.577449e-04,-8.006058e+04,9.116632e+04,1.695243e+05
uty,-2.416598e-03,6.401669e+07,6.097781e-04,3.522795e+05,-5.562732e+04,-1.402819e+05
utz,8.894679e-04,5.273060e-04,7.323625e+07,-5.120418e+04,9.362252e+03,-8.370005e+04
ss12,1.244863e+05,4.402656e+05,1.431302e+05,2.405443e+07,7.892997e+04,-1.084681e+04
ss13,1.016268e+05,-6.327155e+03,4.202465e+04,7.892997e+04,2.551758e+07,1.604156e+05
ss23,8.770993e+04,-1.392436e+05,-1.015937e+05,-1.084681e+04,1.604156e+05,2.512957e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.679301e-03,-3.569619e-03,-2.962599e-03,-3.455157e-05,3.304567e-06,1.042726e-05
uty,-3.525444e-03,9.658341e-03,-2.935924e-03,3.766976e-05,-4.876399e-06,-8.546033e-06
utz,-3.344397e-03,-3.358292e-03,9.715205e-03,-4.243067e-06,3.596758e-06,-4.849796e-06
ss12,-1.148831e-05,1.603743e-05,-1.099267e-07,9.690466e-03,7.827900e-06,-9.577092e-07
ss13,5.784135e-07,-1.051704e-06,1.575082e-06,6.905017e-06,9.721672e-03,2.977014e-06
ss23,5.122547e-06,-5.019034e-06,-1.977242e-06,-1.073083e-06,2.123901e-06,9.700041e-03
