# Effective stiffness matrix C_ij (Voigt)
# RVE: BTEN_z95_s2, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,9.813197e+09,4.875351e+09,4.900838e+09,3.336451e+06,2.339440e+06,-1.673884e+05
22,4.875351e+09,9.877134e+09,4.925105e+09,2.009986e+07,-1.208209e+06,-5.968217e+05
33,4.900838e+09,4.925105e+09,1.068841e+10,3.480222e+06,1.153414e+06,-2.981856e+05
12,3.336451e+06,2.009986e+07,3.480222e+06,2.451873e+09,7.412246e+05,-9.467791e+05
13,2.339440e+06,-1.208209e+06,1.153414e+06,7.412246e+05,2.577224e+09,3.106261e+06
23,-1.673884e+05,-5.968217e+05,-2.981856e+05,-9.467791e+05,3.106261e+06,2.598897e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,6.665779e+07,2.807796e-04,7.167330e-04,-6.743225e+04,3.385217e+04,2.336652e+04
uty,2.798459e-03,6.702467e+07,2.834431e-03,2.185366e+05,-2.891810e+04,-3.030641e+04
utz,2.162032e-03,-3.695084e-04,7.408999e+07,-4.551473e+04,1.163360e+03,-1.092838e+04
ss12,3.493017e+04,2.466244e+05,5.081989e+04,2.451890e+07,1.393048e+04,-1.303481e+04
ss13,2.970764e+04,-1.667693e+04,5.601998e+03,1.393049e+04,2.577226e+07,4.200418e+04
ss23,4.227604e+03,-3.551029e+04,-2.163756e+04,-1.303480e+04,4.200419e+04,2.598899e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.657421e-03,-3.445977e-03,-2.999558e-03,-7.408555e-06,3.988353e-06,9.357332e-06
uty,-3.453029e-03,9.677950e-03,-3.020721e-03,9.879560e-06,-3.221932e-06,-9.285552e-06
utz,-3.335101e-03,-3.341721e-03,9.727994e-03,-1.026685e-06,-3.018451e-06,-3.678395e-06
ss12,-3.272254e-06,8.291932e-06,1.024738e-07,9.664543e-03,2.205585e-06,-1.787614e-06
ss13,1.371430e-06,-2.970873e-07,-7.157671e-07,3.009893e-06,9.689689e-03,3.735435e-06
ss23,2.906614e-06,-4.114538e-06,-1.578951e-06,-9.809675e-07,4.722352e-06,9.715002e-03
