# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z75, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.099815e+10,5.340769e+09,5.358872e+09,-5.401973e+06,-1.559611e+06,1.114332e+06
22,5.340769e+09,1.100972e+10,5.365412e+09,-5.412547e+05,5.392862e+06,9.723624e+06
33,5.358872e+09,5.365412e+09,1.105162e+10,3.333516e+06,2.210615e+07,1.971334e+07
12,-5.401973e+06,-5.412547e+05,3.333516e+06,2.799204e+09,1.330839e+06,5.770156e+06
13,-1.559611e+06,5.392862e+06,2.210615e+07,1.330839e+06,2.813730e+09,4.722393e+06
23,1.114332e+06,9.723624e+06,1.971334e+07,5.770156e+06,4.722393e+06,2.824178e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,7.507005e+07,-2.921335e-03,-1.729498e-04,-6.919946e+04,-1.209169e+05,-8.669959e+04
uty,2.436929e-04,7.511662e+07,8.172515e-04,-2.986526e+04,-1.410311e+04,-1.020627e+03
utz,7.265155e-04,1.016420e-03,7.533399e+07,7.492472e+04,2.365533e+05,2.106433e+05
ss12,-7.002138e+04,-4.048351e+04,3.804728e+04,2.799209e+07,2.480919e+04,6.898531e+04
ss13,-1.498822e+04,6.537079e+04,2.534075e+05,2.480919e+04,2.813740e+07,4.791729e+04
ss23,2.669402e+04,9.119622e+04,2.500269e+05,6.898531e+04,4.791729e+04,2.824190e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.765599e-03,-3.259669e-03,-3.267035e-03,-1.242416e-06,-6.015520e-06,-1.356763e-06
uty,-3.260281e-03,9.764574e-03,-3.274173e-03,-9.563644e-06,-4.159842e-07,-1.099794e-05
utz,-3.277936e-03,-3.282539e-03,9.776855e-03,9.174292e-06,9.590561e-06,1.725321e-05
ss12,-1.145082e-06,-4.754597e-06,2.341107e-06,9.797515e-03,4.026455e-06,4.205716e-06
ss13,-1.630850e-06,1.533549e-07,3.897392e-06,4.145295e-06,9.783434e-03,4.270885e-07
ss23,3.181628e-07,-3.646235e-06,6.639069e-06,3.806309e-06,-1.878220e-08,9.792205e-03
