# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z25, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.254541e+10,5.951820e+09,5.948512e+09,-2.980845e+06,9.039575e+05,-1.901374e+06
22,5.951820e+09,1.255374e+10,5.956127e+09,-6.539814e+06,2.761303e+06,-4.825085e+06
33,5.948512e+09,5.956127e+09,1.254427e+10,-1.077425e+06,-1.787678e+06,-2.218077e+06
12,-2.980845e+06,-6.539814e+06,-1.077425e+06,3.281198e+09,-2.093832e+06,2.903557e+06
13,9.039575e+05,2.761303e+06,-1.787678e+06,-2.093832e+06,3.279128e+09,-1.273266e+06
23,-1.901374e+06,-4.825085e+06,-2.218077e+06,2.903557e+06,-1.273266e+06,3.283758e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.718966e+07,-1.296562e-03,-6.497025e-04,-9.956789e+03,1.749563e+04,1.250913e+03
uty,-9.396798e-04,8.719952e+07,4.366271e-05,-4.891304e+04,4.576413e+04,-3.115851e+04
utz,-5.981423e-04,-2.671732e-03,8.714279e+07,2.073948e+04,-5.964748e+04,1.370487e+04
ss12,-3.505073e+04,-6.437571e+04,-1.196219e+04,3.281199e+07,-1.945450e+04,3.786193e+04
ss13,1.576712e+04,3.702323e+04,-4.228295e+04,-1.945450e+04,3.279129e+07,-1.466913e+04
ss23,-1.076953e+04,-3.516186e+04,-1.405186e+03,3.786193e+04,-1.466913e+04,3.283758e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.714447e-03,-3.215512e-03,-3.214901e-03,-1.141906e-06,3.729021e-06,-4.717317e-07
uty,-3.216080e-03,9.721298e-03,-3.222905e-03,1.185462e-06,4.683151e-06,1.093986e-06
utz,-3.213797e-03,-3.221121e-03,9.718743e-03,5.788956e-07,-9.031448e-06,4.650642e-06
ss12,-6.967977e-07,3.030320e-07,-1.027675e-07,9.735009e-03,4.253134e-07,2.714035e-06
ss13,1.250935e-06,1.726807e-06,-3.436704e-06,4.842576e-07,9.733282e-03,-6.275422e-07
ss23,-3.977439e-07,4.582199e-07,1.474790e-06,2.664700e-06,-5.499701e-07,9.732771e-03
