# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z55, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.211445e+10,5.792813e+09,5.793588e+09,-1.026540e+07,-8.509545e+06,5.610796e+05
22,5.792813e+09,1.209899e+10,5.795553e+09,-2.759272e+06,6.048479e+05,-1.173454e+05
33,5.793588e+09,5.795553e+09,1.208609e+10,-6.684681e+05,-6.768567e+06,-5.617858e+06
12,-1.026540e+07,-2.759272e+06,-6.684681e+05,3.132631e+09,1.069728e+05,3.026278e+05
13,-8.509545e+06,6.048479e+05,-6.768567e+06,1.069728e+05,3.131998e+09,-1.220785e+06
23,5.610796e+05,-1.173454e+05,-5.617858e+06,3.026278e+05,-1.220785e+06,3.137245e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.362090e+07,-5.634976e-04,-2.287520e-03,-9.285780e+04,-4.011210e+04,9.472727e+03
uty,1.078144e-04,8.346570e+07,-2.756104e-03,1.623252e+04,4.717091e+04,3.318574e+03
utz,2.337954e-03,-3.120308e-03,8.334354e+07,3.649801e+04,-5.529773e+04,-2.286550e+04
ss12,-9.894619e+04,-1.684377e+04,-1.634208e+03,3.132631e+07,-7.220914e+03,-3.959476e+03
ss13,-6.534926e+04,2.788751e+02,-7.671136e+04,-7.220914e+03,3.131997e+07,-7.655385e+03
ss23,-2.550112e+02,-4.902166e+03,-2.457047e+04,-3.959476e+03,-7.655385e+03,3.137243e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.758149e-03,-3.235127e-03,-3.242609e-03,-5.467067e-07,8.053666e-06,-5.495981e-06
uty,-3.228160e-03,9.752793e-03,-3.246711e-03,2.515592e-06,-2.892154e-06,-4.159746e-06
utz,-3.231669e-03,-3.243629e-03,9.754375e-03,-1.026907e-07,-4.062998e-06,1.136919e-05
ss12,-1.199608e-07,1.026336e-06,2.063511e-07,9.765796e-03,-2.779330e-06,-2.441045e-06
ss13,2.902872e-06,-1.016558e-06,-1.671490e-06,-2.507163e-06,9.763037e-03,1.561466e-06
ss23,-1.482857e-06,-1.317822e-06,4.055291e-06,-2.021468e-06,1.344667e-06,9.770530e-03
