# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z05, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.254326e+10,5.922301e+09,5.922397e+09,-8.033773e+05,-3.044286e+06,6.760673e+05
22,5.922301e+09,1.254084e+10,5.919598e+09,2.684601e+06,-1.213741e+06,1.979220e+05
33,5.922397e+09,5.919598e+09,1.254842e+10,-1.968291e+06,1.682048e+06,-2.134733e+05
12,-8.033773e+05,2.684601e+06,-1.968291e+06,3.290349e+09,4.339722e+05,-9.780080e+05
13,-3.044286e+06,-1.213741e+06,1.682048e+06,4.339722e+05,3.289613e+09,-2.279980e+06
23,6.760673e+05,1.979220e+05,-2.134733e+05,-9.780080e+05,-2.279980e+06,3.286880e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.744106e+07,-6.636262e-04,-6.403111e-04,-5.216652e+03,-3.348244e+04,1.003787e+03
uty,-8.799493e-04,8.744307e+07,5.783506e-04,3.907268e+04,-9.306091e+03,7.166534e+03
utz,-4.244749e-04,2.290892e-03,8.751028e+07,-2.830380e+04,2.963224e+04,-1.102162e+04
ss12,8.473063e+01,3.342535e+04,-1.730684e+04,3.290349e+07,4.593502e+01,-1.264349e+04
ss13,-3.470357e+04,-1.651288e+04,1.280603e+04,4.593529e+01,3.289613e+07,-2.210678e+04
ss23,-1.295077e+03,3.347338e+03,-1.034883e+04,-1.264349e+04,-2.210678e+04,3.286880e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.691533e-03,-3.208961e-03,-3.205677e-03,1.349920e-06,-3.154559e-07,-1.788009e-06
uty,-3.209582e-03,9.688195e-03,-3.202990e-03,7.721411e-07,-2.207950e-07,1.656246e-06
utz,-3.208279e-03,-3.204927e-03,9.692957e-03,-7.983807e-07,-2.038027e-07,-2.377562e-06
ss12,6.770471e-07,4.594023e-07,-2.632536e-07,9.705245e-03,-1.384288e-06,-9.723335e-07
ss13,-2.378915e-07,-2.905464e-07,-1.631517e-07,-1.225493e-06,9.712562e-03,1.615497e-07
ss23,-6.622055e-07,8.939235e-07,-4.960684e-07,-7.715953e-07,2.597612e-07,9.706681e-03
