# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z85, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.079846e+10,5.250613e+09,5.261945e+09,-1.714519e+07,1.209714e+06,1.127955e+06
22,5.250613e+09,1.076591e+10,5.243581e+09,8.848239e+06,3.299750e+06,4.455666e+06
33,5.261945e+09,5.243581e+09,1.096819e+10,-8.078277e+06,-4.201101e+06,9.073188e+06
12,-1.714519e+07,8.848239e+06,-8.078277e+06,2.738504e+09,2.969254e+06,2.431987e+06
13,1.209714e+06,3.299750e+06,-4.201101e+06,2.969254e+06,2.774682e+09,-9.422519e+06
23,1.127955e+06,4.455666e+06,9.073188e+06,2.431987e+06,-9.422519e+06,2.756276e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,7.368359e+07,-1.393848e-03,-1.537963e-03,-1.827099e+05,2.352151e+04,-4.783838e+04
uty,-2.197890e-03,7.355038e+07,9.707908e-04,1.873079e+05,4.106454e+04,7.293628e+03
utz,-1.697902e-03,1.592757e-03,7.526309e+07,-5.856466e+04,-6.154533e+04,9.116510e+04
ss12,-1.763656e+05,1.003934e+05,-8.413190e+04,2.738508e+07,1.612281e+04,2.894553e+04
ss13,2.084296e+04,3.400507e+04,-4.322291e+04,1.612281e+04,2.774683e+07,-9.873907e+04
ss23,9.328149e+02,4.199478e+04,1.054858e+05,2.894553e+04,-9.873907e+04,2.756279e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.753877e-03,-3.310965e-03,-3.212682e-03,-1.524042e-06,3.503398e-06,-4.751034e-06
uty,-3.306095e-03,9.749747e-03,-3.194779e-03,5.315741e-06,-1.046027e-06,-8.412484e-07
utz,-3.284876e-03,-3.269414e-03,9.747330e-03,-1.739374e-06,-2.186779e-06,6.286179e-06
ss12,-1.561410e-06,2.230109e-06,-8.101824e-07,9.784595e-03,-4.797336e-06,2.486638e-06
ss13,1.058556e-06,1.576718e-08,-4.069881e-07,-5.036829e-06,9.772125e-03,-2.007901e-06
ss23,-2.213591e-06,-8.315134e-07,2.703261e-06,8.568953e-07,-1.249001e-06,9.771469e-03
