run_id,L,L_mesh,Is_Porous,E_matrix,nu_matrix,VoF_sphere,r_avg,VoF_void_sphere,VoF_incl_sphere,E_sphere_inclusion,sphericity_avg,PBC_Method,Bending_PBC_Type,Growth_Direction,generate_channels,channel_vof_target,E_x,nu_x,E_z,nu_z,E_eff,nu_eff,G_eff,E_anisotropy
TLT15_s0,0.50,0.033,Composite,9.4116e+09,0.33,0.06,0.050,0.012,0.048,2.2e9,0.65,Gmsh,Lesicar,Z,Yes,0.032,6760766359.109581,0.339188684967688,6924855850.852912,0.33966866578594146,6760766359.109581,0.339188684967688,MISSING,1.0242708419471165
TLT15_s1,0.50,0.033,Composite,9.4116e+09,0.33,0.06,0.050,0.012,0.048,2.2e9,0.65,Gmsh,Lesicar,Z,Yes,0.032,6755165959.342529,0.3359368992115437,6937819233.2037325,0.33838389812046366,6755165959.342529,0.3359368992115437,MISSING,1.0270390505519098
TLT15_s2,0.50,0.033,Composite,9.4116e+09,0.33,0.06,0.050,0.012,0.048,2.2e9,0.65,Gmsh,Lesicar,Z,Yes,0.032,6957646733.425077,0.3364291639769029,7169922663.329899,0.33868426864207285,6957646733.425077,0.3364291639769029,MISSING,1.0305097309532878
TLT15_s3,0.50,0.033,Composite,9.4116e+09,0.33,0.06,0.050,0.012,0.048,2.2e9,0.65,Gmsh,Lesicar,Z,Yes,0.032,6873761954.0431185,0.3369347943448143,7096926235.797111,0.33940442211958544,6873761954.0431185,0.3369347943448143,MISSING,1.032466105641428
