run_id,nlgeom,L,eps_max,E0,E_sec,E_tan_end,sec_over_E0
NLGTEN_z25,ON,0.5,0.02800000086426735,9010543572.022146,8745759158.618782,8448904615.116614,0.9706139356314171
NLGTEN_z65,ON,0.5,0.019999999552965164,8733349585.188154,8568936991.530667,8401882535.255571,0.9811741655302185
NLGTEN_z95,ON,0.5,0.002374999923631549,6695055182.001943,6553012421.23933,6252010856.974794,0.9787839297957602
