run_id,L,L_mesh,Is_Porous,E_matrix,nu_matrix,VoF_sphere,r_avg,VoF_void_sphere,VoF_incl_sphere,E_sphere_inclusion,sphericity_avg,PBC_Method,Bending_PBC_Type,Growth_Direction,generate_channels,channel_vof_target,E_x,nu_x,E_y,nu_y,E_z,nu_z,G_xy,G_xz,G_yz,E_eff,nu_eff,G_eff,E_anisotropy,E_z_over_xy,D_rve,E_bending,porosity,N_membrane,B_coupling,D_classical,l_squared,l,D_ratio,E_bending_material
CHFT_L032,0.32,0.033,Composite,9.43e9,0.33,0.0,0.04,0.0,0.0,2.2e9,0.75,Gmsh,Lesicar,Z,Yes,0.15,6119076738.642122,0.338234843767534,6065965548.22169,0.3357688386890503,7682633973.497405,0.3474185976336537,2182470605.0928583,2442939344.207241,2413697497.5273623,6119076738.642122,0.338234843767534,2442939344.207241,1.2665146071839561,1.2609942243335066,7142024.733729483,8173398666.835193,1.575104491280399e-10,-1124.2296133906104,-10220.269268021506,6037655.606301827,0.004414704272379506,0.06644324098341009,1.1829135676892477,7238338895.87144
