run_id,L,L_mesh,Is_Porous,E_matrix,nu_matrix,VoF_sphere,r_avg,VoF_void_sphere,VoF_incl_sphere,E_sphere_inclusion,sphericity_avg,PBC_Method,Bending_PBC_Type,Growth_Direction,generate_channels,channel_vof_target,E_x,nu_x,porosity,V_solid,phi_inclusion,phi_soft_total,E_z,nu_z,E_eff,nu_eff,G_eff,E_anisotropy
VAL_z05_s1,0.50,0.033,Composite,9.58e9,0.33,0.042,0.030,0.020,0.022,2.2e9,0.85,Gmsh,Lesicar,Z,No,0,8925920709.604294,0.33028467709009024,0.02003676723698078,0.1224954040953774,0.021342345273360763,0.04137911251034154,8993968068.971521,0.33081997725625867,8925920709.604294,0.33028467709009024,MISSING,1.0076235675378573
VAL_z05_s2,0.50,0.033,Composite,9.58e9,0.33,0.042,0.030,0.020,0.022,2.2e9,0.85,Gmsh,Lesicar,Z,No,0,8936279357.508669,0.3302675461209372,0.01984136975229167,0.12251982878096354,0.021517916222278055,0.041359285974569726,8985896048.16146,0.33075513035245585,8936279357.508669,0.3302675461209372,MISSING,1.0055522761395213
VAL_z55_s1,0.50,0.033,Composite,9.46e9,0.33,0.033,0.037,0.010,0.023,2.2e9,0.78,Gmsh,Lesicar,Z,No,0,8951351628.782646,0.33035570105299317,0.011385137422330383,0.1235768578222087,0.021151163970891673,0.032536301393222056,9007540525.262133,0.3309249516126773,8951351628.782646,0.33035570105299317,MISSING,1.0062771410184372
VAL_z55_s2,0.50,0.033,Composite,9.46e9,0.33,0.033,0.037,0.010,0.023,2.2e9,0.78,Gmsh,Lesicar,Z,No,0,8937044745.95088,0.3303395223762866,0.011030652200268776,0.1236211684749664,0.021588592963585285,0.03261924516385406,9014918906.446558,0.33112769614523996,8937044745.95088,0.3303395223762866,MISSING,1.0087136366337386
VAL_z95_s1,0.50,0.033,Composite,9.37e9,0.33,0.110,0.045,0.020,0.090,2.2e9,0.62,Gmsh,Lesicar,Z,Yes,0.060,6488356474.48499,0.3350292493029348,0.02158176600588324,0.1223022792492646,0.16104011453338618,0.18262188053926942,7337664031.806473,0.3443516348504239,6488356474.48499,0.3350292493029348,MISSING,1.130897178763424
VAL_z95_s2,0.50,0.033,Composite,9.37e9,0.33,0.110,0.045,0.020,0.090,2.2e9,0.62,Gmsh,Lesicar,Z,Yes,0.060,6631140531.409848,0.3340886521647362,0.02044795109957498,0.12244400611255313,0.15513395706022637,0.17558190815980135,7386304395.919298,0.34306867752491604,6631140531.409848,0.3340886521647362,MISSING,1.1138814448181955
