run_id,L,alpha,R_RPK,K_rve,V_solid
TORH_L240,0.24,0.11,51544.9,468590,0.013824
TORH_L320,0.32,0.11,217223,1.97475e+06,0.032768
TORH_L400,0.4,0.11,662871,6.0261e+06,0.064
TORH_L480,0.48,0.11,1.64943e+06,1.49948e+07,0.110592
TORH_L640,0.64,0.11,6.95068e+06,6.3188e+07,0.262144
TORH_L800,0.8,0.11,2.12118e+07,1.92834e+08,0.512
