run_id,L,alpha,R_RPK,K_rve,V_solid
TORB_L240_s3,0.24,0.11,41910.4,381004,0.0137095
TORB_L240_s4,0.24,0.11,36728.8,333898,0.013626
TORB_L240_s5,0.24,0.11,39923.5,362940,0.0137247
TORB_L320_s3,0.32,0.11,165198,1.5018e+06,0.0323182
TORB_L640_s1,0.64,0.11,5.20635e+06,4.73305e+07,0.25876
TORB_L640_s2,0.64,0.11,5.4857e+06,4.987e+07,0.258967
TORB_L640_s3,0.64,0.11,5.40613e+06,4.91467e+07,0.25873
