run_id,L,L_mesh,Is_Porous,E_matrix,nu_matrix,VoF_sphere,r_avg,VoF_void_sphere,VoF_incl_sphere,E_sphere_inclusion,sphericity_avg,PBC_Method,Bending_PBC_Type,Growth_Direction,generate_channels,channel_vof_target,E_eff,nu_eff,G_eff,D_rve,E_bending,porosity,N_membrane,B_coupling,D_classical,l_squared,l,D_ratio,E_bending_material
BN_med_r1,0.45,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,6309028559.092872,0.33609553505458334,2393555054.660889,27757083.801105697,8122786297.534361,0.09680433642627329,123.51688278430957,1122.8807586690787,24304584.46208063,0.007123036263058144,0.08439808210533072,1.1420513625489694,7205234662.272375
BN_med_r2,0.45,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,6151561535.054595,0.33461340951787655,2306902573.971033,26106734.272502486,7639830788.478094,0.09639178628786493,1.4213452795651094,12.921320793334697,23671438.65099597,0.005213116216093456,0.07220191282849407,1.1028790711630048,6784428471.983079
BN_nu35_r1,0.45,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,6734593581.384609,0.32397798312347237,2556473156.9235253,28315376.466327608,8286164123.6624,0.095156350243629,-159.99287557504832,-1454.4806949271488,25712162.112502553,0.005028560339171422,0.07091234264337501,1.1012444749856038,7416433972.773312
BN_nu35_r2,0.45,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,6600697856.079983,0.32342165117344246,2501889800.3462105,27400405.06527005,8018408432.452141,0.0962072859825055,-36.15867089691821,-328.7151917531612,25190821.548802275,0.00436131261121195,0.06604023479070883,1.0877138330795262,7179670366.036569
BN_nu40_r1,0.45,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,6550372490.839493,0.327586310690017,2487624123.347319,27193399.4382974,7957830654.09709,0.09531093341396757,-44.28601375086537,-402.6001271893977,25074685.476785373,0.004205934850415627,0.06485317918510725,1.0844961331009944,7103853636.686559
BN_nu40_r2,0.45,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,6858374633.31155,0.3282921641772628,2610372273.4223285,29193963.676249806,8543272406.401406,0.0951124253428034,-52.31036110723525,-475.54873991531264,26267333.50669823,0.005536564578011048,0.07440809484196627,1.111417101732282,7622514857.549325
HP_m5_r1,0.40,0.027,Porous,9.43e9,0.33,0.25,0.04,0,0,0,0.85,Gmsh,Lesicar,Z,No,0,5861981474.284179,0.32999999977175454,2247324131.4561543,15225026.503793897,7136731173.653388,0.2505599751435321,19.18502310662575,147.57710623329407,14033846.34312516,0.003312773578128977,0.05755669881194523,1.0848790938381812,6359541149.917624
HP_m5_r2,0.40,0.027,Porous,9.43e9,0.33,0.30,0.04,0,0,0,0.85,Gmsh,Lesicar,Z,No,0,5899385191.0335045,0.3300000001205496,2282517601.0733523,15376309.760817343,7207645200.383129,0.2459623587375066,-47.01868242291482,-361.68218575038367,14123392.52084896,0.003430743642949347,0.05857255025137071,1.0887122012730883,6422732637.487946
HP_m5_r3,0.40,0.027,Porous,9.43e9,0.33,0.35,0.04,0,0,0,0.9,Gmsh,Lesicar,Z,No,0,5823712395.794175,0.3300000002014375,2267765234.842115,15159987.894400507,7106244325.5002365,0.2532617912081706,-405.5164997404222,-3119.357804728302,13942228.458700309,0.0033561659541253746,0.05793242575730257,1.0873432421013218,6332374317.508493
HP_m5_r4,0.40,0.027,Porous,9.43e9,0.33,0.40,0.04,0,0,0,0.95,Gmsh,Lesicar,Z,No,0,5889043337.317101,0.32999999992545526,2264205845.9967337,15392975.214609612,7215457131.848255,0.25218797858853337,-129.76452468419922,-998.1886880302599,14098633.65755752,0.003572835370016639,0.0597731994293148,1.091806169909115,6429693850.544975
