run_id,nlgeom,L,eps_max,E0,E_sec,E_tan_end,sec_over_E0
NLGCMP_z25,ON,0.5,-0.019999999552965164,8930151741.999498,9090396203.18619,9273079803.300482,1.017944203616725
NLGCMP_z65,ON,0.5,-0.019999999552965164,8242321205.187631,8386857787.460879,8551539158.283255,1.0175359075040995
NLGCMP_z95,ON,0.5,-0.019500000402331352,5185495670.226746,5265383275.978012,5362779120.972003,1.0154059728966611
