run_id,L,L_mesh,Is_Porous,E_matrix,nu_matrix,VoF_sphere,r_avg,VoF_void_sphere,VoF_incl_sphere,E_sphere_inclusion,sphericity_avg,PBC_Method,Bending_PBC_Type,Growth_Direction,generate_channels,channel_vof_target,E_x,nu_x,porosity,V_solid,phi_inclusion,phi_soft_total,E_y,nu_y,E_z,nu_z,G_xy,G_xz,G_yz,E_eff,nu_eff,G_eff,E_anisotropy,E_z_over_xy
MSH1_m050,0.50,0.050,Composite,9.42e9,0.33,0.053,0.041,0.012,0.041,2.2e9,0.72,Gmsh,Lesicar,Z,No,0,8652914681.25331,0.33063779895137696,0.011795360992572057,0.12352557987592849,0.04033441245741898,0.052129773449991035,8647532451.627316,0.33049925088506416,8732680945.819004,0.3318867005396777,3254713267.101665,3269465740.2165475,3268319233.058296,8652914681.25331,0.33063779895137696,3269465740.2165475,1.0098465654414128,1.009532398642111
