run_id,nlgeom,L,eps_max,E0,E_sec,E_tan_end,sec_over_E0
NLGLIN_z25,OFF,0.5,0.03999999910593033,9052240570.041645,9052240202.333336,9052238731.499554,0.9999999593793043
NLGLIN_z65,OFF,0.5,0.03999999910593033,8774217583.247028,8774215396.118998,8774214647.60622,0.9999997507324146
NLGLIN_z95,OFF,0.5,0.03999999910593033,6702443681.651008,6702427349.8109255,6702410022.44116,0.999997563300662
