run_id,L,L_mesh,Is_Porous,E_matrix,nu_matrix,VoF_sphere,r_avg,VoF_void_sphere,VoF_incl_sphere,E_sphere_inclusion,sphericity_avg,PBC_Method,Bending_PBC_Type,Growth_Direction,generate_channels,channel_vof_target,E_x,nu_x,porosity,V_solid,phi_inclusion,phi_soft_total,E_y,nu_y,E_z,nu_z,G_xy,G_xz,G_yz,E_eff,nu_eff,G_eff,E_anisotropy,E_z_over_xy
MSH1_m033,0.50,0.033,Composite,9.42e9,0.33,0.053,0.041,0.012,0.041,2.2e9,0.72,Gmsh,Lesicar,Z,No,0,8602129627.174635,0.33068438957471824,0.012056418778989553,0.1234929476526263,0.04106953183766393,0.05312595061665348,8599931149.194492,0.33079770216582727,8695260838.144028,0.33207553106515614,3230805429.2655153,3248928146.6546803,3251009085.7079997,8602129627.174635,0.33068438957471824,3248928146.6546803,1.0110849362972474,1.010955716432407
