run_id,nlgeom,L,eps_max,E0,E_sec,E_tan_end,sec_over_E0
NLGSTB_z25,ON,0.5,0.03200000151991844,8927012575.989655,8713426586.134445,8381730626.12729,0.97607419189375
NLGSTB_z65,ON,0.5,0.019999999552965164,8750845584.357138,8599072192.20424,8470196555.8692255,0.982656145547328
NLGSTB_z95,ON,0.5,0.002213473664596677,6748305179.472703,6710040529.308179,6670209526.206004,0.9943297392238692
