run_id,L,L_mesh,Is_Porous,E_matrix,nu_matrix,VoF_sphere,r_avg,VoF_void_sphere,VoF_incl_sphere,E_sphere_inclusion,sphericity_avg,PBC_Method,Bending_PBC_Type,Growth_Direction,generate_channels,channel_vof_target,E_eff,nu_eff,G_eff,D_rve,E_bending,porosity,N_membrane,B_coupling,D_classical,l_squared,l,D_ratio,E_bending_material
RVE_L48_s01,0.48,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,4929345918.405491,0.34482553878383504,1834947974.8461907,27100191.7901183,6126164593.758658,0.10680214036294744,770.2534596585109,7002.30421665645,24748568.933791917,0.005562390086772488,0.07458143258729004,1.095020559072224,5397735123.432766
RVE_L48_s02,0.48,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,4663564530.0182905,0.3508675156511486,1699629692.5441341,26041729.74137211,5886892754.758959,0.09810723831073653,323.0232424344555,2936.5749471344593,23526406.28341944,0.006423282998859254,0.08014538663491028,1.1069149035195136,5162169081.802221
RVE_L48_s03,0.48,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,4550029941.91685,0.34881459790438624,1648614336.710986,26874959.62930504,6075249482.174354,0.09954530466416456,-31.147828950578454,-283.16208290323823,22916117.703614444,0.010422373051837706,0.10209002425231227,1.1727536041179518,5336064013.227581
RVE_L48_s04,0.48,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,4880878520.0059595,0.3486755124721356,1776579084.499848,26380321.494024947,5963433497.455728,0.09848673586538048,231.6135369856184,2105.5776203694586,24579713.895863965,0.004398980722547507,0.06632481226922174,1.0732558403970671,5238431377.864989
RVE_L48_s05,0.48,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,4570259484.453652,0.34801571067940545,1669678470.0781415,24683558.671404347,5579869853.019285,0.10499547538417564,-196.14159966828998,-1783.1054611918514,23003423.63130317,0.004367459309621234,0.06608675593204158,1.0730384775340502,4904064279.1337
RVE_L48_s06,0.48,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,4672825755.826673,0.3472566239803029,1699878439.5706255,25239926.56064456,5705640227.286911,0.10251354676854352,-144.6777155056709,-1315.2519662692923,23505553.896232706,0.004428351438843725,0.06654585966717783,1.0737856538956023,5017613259.760555
RVE_L48_s07,0.48,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,4777299431.361537,0.34619568315560395,1766582426.033528,26622762.822486963,6018238846.95253,0.1036214185180736,9.75633059238253,88.69391495680203,24010996.74979933,0.0064167910191952355,0.08010487512751789,1.1087737464588787,5296944188.466601
RVE_L48_s08,0.48,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,4675419226.704092,0.3474788453719134,1714460955.8555362,26340567.254178748,5954446807.67568,0.1103510807872713,277.7603239556295,2525.09386782457,23522729.269526973,0.007133553869740475,0.08446036863369988,1.1197921360384913,5235497682.746406
RVE_L48_s09,0.48,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,4669573757.569557,0.3482916036374032,1697588385.8891037,26003934.450719044,5878348897.460722,0.0987795875930042,35.19151556324792,319.9228704903346,23508439.247375444,0.006380311308474525,0.07987685089232377,1.1061531638525175,5165263785.7782545
RVE_L48_s10,0.48,0.033,Composite,9.43e9,0.33,0.20,0.04,0.10,0.10,2.2e9,0.75,Gmsh,Lesicar,Z,No,0,4844184942.134844,0.346100223773423,1755502654.9365404,26363146.584479146,5959551003.79755,0.09877642500919415,86.07502468679803,782.5002286654956,24345339.40950831,0.004988795440860817,0.07063140548552618,1.0828826881823124,5245684012.191258
