run_id,L,L_mesh,Is_Porous,E_matrix,nu_matrix,VoF_sphere,r_avg,VoF_void_sphere,VoF_incl_sphere,E_sphere_inclusion,sphericity_avg,PBC_Method,Bending_PBC_Type,Growth_Direction,generate_channels,channel_vof_target,E_x,nu_x,porosity,V_solid,phi_inclusion,phi_soft_total,E_y,nu_y,E_z,nu_z,G_xy,G_xz,G_yz,E_eff,nu_eff,G_eff,E_anisotropy,E_z_over_xy
MSH1_m015,0.50,0.015,Composite,9.42e9,0.33,0.053,0.041,0.012,0.041,2.2e9,0.72,Gmsh,Lesicar,Z,No,0,8531089484.759903,0.3310202495123264,0.012849448624319804,0.12339381892196002,0.04079518497936796,0.053644633603687764,8526611204.393317,0.33127465626097824,8652308567.451664,0.33248779510713306,3205460316.972936,3223511062.531202,3229980989.5567946,8531089484.759903,0.3310202495123264,3223511062.531202,1.0147417725571422,1.0144753651297866
