run_id,L,L_mesh,Is_Porous,E_matrix,nu_matrix,VoF_sphere,r_avg,VoF_void_sphere,VoF_incl_sphere,E_sphere_inclusion,sphericity_avg,PBC_Method,Bending_PBC_Type,Growth_Direction,generate_channels,channel_vof_target,E_x,nu_x,porosity,V_solid,phi_inclusion,phi_soft_total,E_eff,nu_eff,G_eff,D_rve,E_bending,N_membrane,B_coupling
ERGLH_L240,0.240,0.0167,Composite,9.37e9,0.33,0.0,0.030,0.0,0.0,2.2e9,0.85,Gmsh,Lesicar,Z,No,0.0,9369999939.198526,0.3299999994412064,1.2338585708704386e-10,0.013823999998294312,0.0,1.2338585708704386e-10,9369999939.198526,0.3299999994412064,MISSING,3060295.736500336,11068777982.13374,-3.2167625835882063,-29.243296372896083
ERGLH_L360,0.360,0.0167,Composite,9.37e9,0.33,0.0,0.030,0.0,0.0,2.2e9,0.85,Gmsh,Lesicar,Z,No,0.0,9370000538.798964,0.3299999798834331,1.6602819119526657e-10,0.04665599999225378,0.0,1.6602819119526657e-10,9370000538.798964,0.3299999798834331,MISSING,15726630.46499095,11235875675.147856,-232.53827513023379,-2113.984330820606
ERGLH_L480,0.480,0.0167,Composite,9.37e9,0.33,0.0,0.030,0.0,0.0,2.2e9,0.85,Gmsh,Lesicar,Z,No,0.0,9369999939.805359,0.32999999944120645,5.862288432467722e-11,0.11059199999351677,0.0,5.862288432467722e-11,9369999939.805359,0.32999999944120645,MISSING,50061697.20604307,11316753744.85566,45.06370292734043,409.6700288320254
ERGLH_L600,0.600,0.0167,Composite,9.37e9,0.33,0.0,0.030,0.0,0.0,2.2e9,0.85,Gmsh,Lesicar,Z,No,0.0,9370000001.474527,0.33000001327134804,-1.1951439837787348e-10,0.2160000000258151,0.0,-1.1951439837787348e-10,9370000001.474527,0.33000001327134804,MISSING,122952971.1581469,11384534366.495083,-471.3432914113082,-4284.939036048463
ERGLH_L720,0.720,0.0167,Composite,9.37e9,0.33,0.0,0.030,0.0,0.0,2.2e9,0.85,Gmsh,Lesicar,Z,No,0.0,9370000539.712267,0.3299999798834323,6.856004652888714e-11,0.37324799997441005,0.0,6.856004652888714e-11,9370000539.712267,0.3299999798834323,MISSING,255657827.23669848,11415905208.543137,82.41802048790356,749.254735768129
