# Effective stiffness matrix C_ij (Voigt)
# RVE: ICE_z85, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.079003e+10,5.251812e+09,5.264309e+09,-1.331747e+07,5.532652e+06,5.044826e+06
22,5.251812e+09,1.072439e+10,5.237364e+09,2.986325e+06,1.747579e+06,2.306631e+06
33,5.264309e+09,5.237364e+09,1.093532e+10,-5.332830e+06,-6.629412e+06,4.588626e+06
12,-1.331747e+07,2.986325e+06,-5.332830e+06,2.730648e+09,6.173803e+06,2.351076e+06
13,5.532652e+06,1.747579e+06,-6.629412e+06,6.173803e+06,2.768980e+09,-1.000999e+07
23,5.044826e+06,2.306631e+06,4.588626e+06,2.351076e+06,-1.000999e+07,2.740473e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,7.348288e+07,-9.940495e-04,-2.117010e-03,-8.752561e+04,5.496465e+04,2.469315e+04
uty,9.626705e-04,7.312907e+07,-1.006465e-03,9.645119e+04,2.494396e+04,-3.979442e+04
utz,3.797594e-04,6.685544e-04,7.490857e+07,-1.055795e+04,-9.647358e+04,4.928717e+04
ss12,-6.641017e+04,7.111156e+04,-9.052473e+03,2.730639e+07,5.491276e+04,1.417270e+04
ss13,3.005186e+04,7.749302e+03,-8.382129e+04,5.491276e+04,2.768967e+07,-6.675949e+04
ss23,4.350219e+04,-4.838193e+03,6.224064e+04,1.417270e+04,-6.675949e+04,2.740459e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.766351e-03,-3.321651e-03,-3.220969e-03,9.991324e-06,-5.024821e-06,-1.248420e-06
uty,-3.309175e-03,9.758240e-03,-3.197045e-03,-9.251609e-07,2.093967e-06,-1.097841e-05
utz,-3.286204e-03,-3.275150e-03,9.756454e-03,6.472120e-07,-1.583001e-06,1.037199e-05
ss12,6.794987e-06,1.783445e-06,2.115042e-06,9.791330e-03,-2.602891e-06,-3.362225e-06
ss13,-2.520354e-06,4.008841e-07,-1.049262e-06,-2.400932e-06,9.784368e-03,1.020029e-05
ss23,-4.152345e-07,-4.406962e-06,3.601810e-06,-3.511483e-06,1.401388e-05,9.781858e-03
