# Effective stiffness matrix C_ij (Voigt)
# RVE: ICE_z35, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.297892e+10,6.254133e+09,6.254780e+09,-3.130730e+05,2.516175e+06,-1.006816e+05
22,6.254133e+09,1.298545e+10,6.252664e+09,1.259047e+06,3.442625e+05,7.261719e+05
33,6.254780e+09,6.252664e+09,1.298434e+10,-4.184588e+05,-1.619028e+03,-1.532893e+06
12,-3.130730e+05,1.259047e+06,-4.184588e+05,3.351015e+09,-1.768132e+05,3.394676e+05
13,2.516175e+06,3.442625e+05,-1.619028e+03,-1.768132e+05,3.353348e+09,-3.343672e+05
23,-1.006816e+05,7.261719e+05,-1.532893e+06,3.394676e+05,-3.343672e+05,3.349453e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.912057e+07,-1.585169e-03,3.783186e-04,-1.269575e+04,4.157770e+04,-5.814545e+03
uty,1.972389e-03,8.919719e+07,-5.287871e-04,2.043853e+04,2.313350e+02,1.355543e+04
utz,2.822365e-04,1.692317e-04,8.918170e+07,-1.262840e+04,-2.188700e+04,-1.200046e+04
ss12,-1.311073e+04,1.181859e+04,-1.306544e+04,3.351015e+07,-7.067449e+03,1.031154e+04
ss13,4.575833e+04,1.466540e+04,-1.968334e+03,-7.067449e+03,3.353349e+07,-8.281749e+03
ss23,-7.474964e+03,7.100644e+03,-1.213043e+04,1.031154e+04,-8.281749e+03,3.349453e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.830192e-03,-3.250531e-03,-3.251996e-03,-2.120764e-06,5.280944e-06,-2.280147e-06
uty,-3.253106e-03,9.830646e-03,-3.248454e-03,1.564604e-06,1.344269e-06,-4.798949e-08
utz,-3.254071e-03,-3.247807e-03,9.828405e-03,-1.758244e-06,-3.610753e-06,1.523593e-06
ss12,-7.363459e-07,6.260315e-07,-5.452806e-07,9.838114e-03,-1.602660e-06,2.114860e-06
ss13,1.952714e-06,6.302137e-07,-1.430791e-06,-1.558484e-06,9.839854e-03,-1.383680e-06
ss23,-8.127417e-07,2.295825e-07,6.291883e-07,2.013600e-06,-1.563038e-06,9.834907e-03
