frame,time,S11,S22,S33,S12,S13,S23,E11,E22,E33,E12,E13,E23,sigma_1,sigma_2,sigma_3,sigma_vm,pressure,tresca,epsilon_1,epsilon_2,epsilon_3,W_density,W_total,vm_max,vm_mean,vm_std,sp1_max,sp1_min,sp3_max,sp3_min,press_max,press_min
10,1.0,-0.0025047580007822035,72334257.03565054,0.0017544181418429616,-143178.67000339963,-37042.225830855205,9017.640182270261,-0.003316378861550861,0.009718109335098347,-0.0031871207709202242,-5.531100840336304e-06,-2.2901241556198307e-06,-4.698661984627751e-06,73203054.50799526,3795349.2439909796,-4664146.717086458,74137316.85574478,-24111419.01163355,77867201.22508198,0.010259012967040765,-0.00235897036364464,-0.004685432900768944,373710.5944731244,46713.82430914055,333213106.1477027,63910616.68895491,49368698.85266164,381493662.7104805,-12370861.143256247,77218148.23711862,-116292145.7936098,72495538.66666667,-202227709.33333334
