# Effective stiffness matrix C_ij (Voigt)
# RVE: ICE_z65, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.237586e+10,5.931427e+09,5.930620e+09,-6.282102e+05,8.248041e+05,1.005920e+06
22,5.931427e+09,1.237671e+10,5.928818e+09,1.773492e+05,-1.081728e+06,-2.305774e+06
33,5.930620e+09,5.928818e+09,1.234920e+10,-2.777798e+06,-9.291329e+04,4.217421e+06
12,-6.282102e+05,1.773492e+05,-2.777798e+06,3.200067e+09,5.862391e+05,-1.317690e+06
13,8.248041e+05,-1.081728e+06,-9.291329e+04,5.862391e+05,3.195534e+09,-2.277329e+06
23,1.005920e+06,-2.305774e+06,4.217421e+06,-1.317690e+06,-2.277329e+06,3.196100e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.529636e+07,5.982121e-04,-2.625257e-03,-3.201318e+03,3.002171e+03,1.787903e+03
uty,-1.580242e-03,8.531947e+07,-1.828367e-03,4.850795e+02,-1.744592e+04,-3.426718e+04
utz,1.180024e-05,1.677259e-03,8.508028e+07,-1.972230e+04,1.714148e+04,5.441127e+04
ss12,-1.873934e+04,-1.596632e+04,-3.114511e+04,3.200067e+07,1.070203e+04,-1.334954e+04
ss13,4.240334e+03,-1.114163e+04,1.487117e+04,1.070203e+04,3.195534e+07,-2.366272e+04
ss23,1.735061e+04,-9.772219e+03,5.690748e+04,-1.334954e+04,-2.366272e+04,3.196101e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.785354e-03,-3.236216e-03,-3.247933e-03,-1.544015e-06,-3.054152e-06,-4.739452e-07
uty,-3.236972e-03,9.781355e-03,-3.245678e-03,-3.806409e-06,-1.596310e-06,9.890009e-07
utz,-3.241359e-03,-3.238037e-03,9.780527e-03,2.839822e-06,5.135967e-06,2.099774e-06
ss12,-7.091165e-07,-1.496425e-06,4.604110e-07,9.805005e-03,1.300031e-06,-2.671488e-07
ss13,-9.762074e-07,-3.885753e-07,2.120481e-06,1.727929e-06,9.789328e-03,-1.212988e-07
ss23,-2.726158e-07,1.020336e-06,1.105807e-06,1.597130e-07,-4.372737e-07,9.791225e-03
