# Effective stiffness matrix C_ij (Voigt)
# RVE: ICE_z15, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.266199e+10,5.992445e+09,5.978649e+09,-1.624760e+05,2.958296e+06,-1.652401e+06
22,5.992445e+09,1.272537e+10,5.995048e+09,9.577426e+05,1.077597e+06,4.558856e+05
33,5.978649e+09,5.995048e+09,1.266459e+10,9.059510e+05,-7.054582e+05,-1.005574e+06
12,-1.624760e+05,9.577426e+05,9.059510e+05,3.322150e+09,-1.568265e+06,7.635980e+05
13,2.958296e+06,1.077597e+06,-7.054582e+05,-1.568265e+06,3.324953e+09,3.033978e+05
23,-1.652401e+06,4.558856e+05,-1.005574e+06,7.635980e+05,3.033978e+05,3.321944e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.828199e+07,1.033319e-03,-2.287212e-04,-6.258777e+03,3.619044e+04,-2.147844e+04
uty,8.857547e-04,8.871155e+07,-2.354879e-04,7.306685e+04,-8.067569e+03,-6.637710e+03
utz,-3.396302e-04,1.712644e-03,8.828330e+07,-1.076461e+04,-6.018947e+03,-1.981050e+02
ss12,3.536628e+04,9.518617e+04,3.198143e+04,3.322151e+07,-2.643070e+04,2.154288e+03
ss13,4.315454e+04,9.846196e+03,1.139171e+04,-2.643070e+04,3.324954e+07,9.434595e+03
ss23,-3.650419e+04,-2.535669e+04,-2.049190e+04,2.154289e+03,9.434595e+03,3.321944e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.687178e-03,-3.199165e-03,-3.206879e-03,1.771361e-07,2.265418e-06,-2.262245e-06
uty,-3.213015e-03,9.720191e-03,-3.215556e-03,1.953974e-05,-3.591712e-06,-5.890414e-06
utz,-3.206717e-03,-3.201948e-03,9.689240e-03,-5.516638e-06,4.111041e-06,1.652145e-06
ss12,3.428913e-07,7.587467e-06,-1.731860e-06,9.707438e-03,-3.369685e-06,-1.715883e-06
ss13,9.305716e-07,-1.224397e-06,1.663870e-06,-3.101745e-06,9.709821e-03,1.851049e-06
ss23,-7.115461e-07,-2.290629e-06,6.889917e-07,-1.583882e-06,2.003325e-06,9.704440e-03
