frame,time,S11,S22,S33,S12,S13,S23,E11,E22,E33,E12,E13,E23,sigma_1,sigma_2,sigma_3,sigma_vm,pressure,tresca,epsilon_1,epsilon_2,epsilon_3,W_density,W_total,vm_max,vm_mean,vm_std,sp1_max,sp1_min,sp3_max,sp3_min,press_max,press_min
10,1.0,-7882.9269785048045,20676.354255573602,14433.266092495496,-921.6704977915861,-17116.884332829,32873457.194450352,-1.0668113622592902e-06,3.761168554233767e-07,2.3574380129557957e-07,7.559964992670272e-08,-1.253440489744258e-06,0.009713838466349866,33062573.314641185,-12613.378411958955,-33022733.242859557,57332766.50545593,-9075.564456521344,66085306.55750032,0.009751782273277675,-2.4188889327927893e-06,-0.009749818335050493,326232.45690820855,40779.05711352607,109206366.07791823,51415219.7991616,27087519.78959361,96742260.16873133,-16100550.339542614,19471429.100314695,-101203074.62921324,47118719.333333336,-50648876.0
