frame,time,S11,S22,S33,S12,S13,S23,E11,E22,E33,E12,E13,E23,sigma_1,sigma_2,sigma_3,sigma_vm,pressure,tresca,epsilon_1,epsilon_2,epsilon_3,W_density,W_total,vm_max,vm_mean,vm_std,sp1_max,sp1_min,sp3_max,sp3_min,press_max,press_min
10,1.0,87419030.4789824,0.0013721708336333904,-0.0006462914533358344,-14024.188473673106,39780.258390099465,-9485.73853641864,0.00983612003132513,-0.0032554098078113793,-0.0032557823717322917,-2.6742554111182883e-06,5.257635272349573e-07,-1.532909514766857e-06,87712959.07038224,2041547.3256558606,-2335475.916328488,87991130.23446691,-29139676.826569825,90048434.98671015,0.010000627518650204,-0.002806667892300809,-0.0038690317745678775,441374.70110677375,55171.83763834672,173734822.98343793,73388694.17285869,44916781.66040978,207966825.30237365,-11041749.635383857,36495850.43626568,-78777617.33195123,40902355.666666664,-92505556.0
