frame,time,S11,S22,S33,S12,S13,S23,E11,E22,E33,E12,E13,E23,sigma_1,sigma_2,sigma_3,sigma_vm,pressure,tresca,epsilon_1,epsilon_2,epsilon_3,W_density,W_total,vm_max,vm_mean,vm_std,sp1_max,sp1_min,sp3_max,sp3_min,press_max,press_min
10,1.0,0.0009626704987795165,73129069.05488087,-0.0010064651331731511,96451.1895879177,24943.961833915208,-39794.41555375509,-0.003309175265346129,0.009758240321992804,-0.0031970452143823274,-9.251609093370304e-07,2.093966700316404e-06,-1.097840743920045e-05,73924935.10563347,3461320.011537557,-4257186.0623338,74740904.76919837,-24376356.351612285,78182121.16796686,0.010265913477248739,-0.002413293259438666,-0.004600600375545943,376759.0123316838,47094.87654146048,519292062.06259555,63030913.34603175,48882616.490255274,657557478.7129313,-61748112.70962126,220979843.63199246,-160498704.94780973,106102160.0,-375212677.3333333
