# Effective stiffness matrix C_ij (Voigt)
# RVE: BTEN_z75, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.119488e+10,5.421155e+09,5.420853e+09,-2.524955e+06,1.078593e+07,-5.197824e+06
22,5.421155e+09,1.115268e+10,5.416497e+09,1.161178e+07,1.385779e+06,-3.718997e+06
33,5.420853e+09,5.416497e+09,1.117804e+10,1.288466e+05,5.530904e+06,-1.383422e+07
12,-2.524955e+06,1.161178e+07,1.288466e+05,2.863309e+09,-7.515905e+06,2.157236e+06
13,1.078593e+07,1.385779e+06,5.530904e+06,-7.515905e+06,2.869552e+09,-3.214088e+05
23,-5.197824e+06,-3.718997e+06,-1.383422e+07,2.157236e+06,-3.214088e+05,2.862580e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,7.650378e+07,1.882764e-04,2.274802e-03,-7.910205e+04,1.051503e+05,-1.299499e+04
uty,-3.416183e-03,7.616466e+07,-6.973123e-04,1.515315e+05,-5.200461e+04,3.013346e+04
utz,-1.799406e-03,8.062429e-04,7.639356e+07,-2.327101e+04,9.985346e+03,-1.047532e+05
ss12,-2.228769e+04,1.506659e+05,1.964530e+04,2.863318e+07,-9.499971e+04,1.296341e+04
ss13,1.258689e+05,7.928625e+03,5.439319e+04,-9.499971e+04,2.869559e+07,8.359283e+03
ss23,-7.508002e+04,-4.273297e+04,-1.439325e+05,1.296341e+04,8.359282e+03,2.862580e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.764251e-03,-3.276963e-03,-3.261494e-03,-6.639189e-06,7.160777e-06,-6.408202e-06
uty,-3.261923e-03,9.764648e-03,-3.262529e-03,1.081723e-05,-4.437387e-06,9.994528e-07
utz,-3.257369e-03,-3.274578e-03,9.755961e-03,1.158224e-06,-2.104931e-06,1.211310e-06
ss12,-1.383314e-06,3.171332e-06,1.042996e-06,9.784247e-03,-7.432831e-06,-3.161980e-06
ss13,2.545899e-06,-1.477553e-06,-5.790037e-07,-6.403181e-06,9.775408e-03,3.633968e-06
ss23,-2.546722e-06,8.166628e-07,6.207606e-07,-2.839783e-06,4.446699e-06,9.787420e-03
