# Effective stiffness matrix C_ij (Voigt)
# RVE: ICE_z05, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.254908e+10,5.934486e+09,5.935008e+09,2.899605e+04,-4.156263e+06,1.406372e+05
22,5.934486e+09,1.255513e+10,5.935397e+09,3.239256e+06,-4.948126e+04,2.026943e+06
33,5.935008e+09,5.935397e+09,1.255376e+10,-1.417896e+06,-1.420148e+06,1.503236e+06
12,2.899605e+04,3.239256e+06,-1.417896e+06,3.287466e+09,3.436459e+05,-9.952734e+04
13,-4.156263e+06,-4.948126e+04,-1.420148e+06,3.436459e+05,3.286713e+09,-1.254718e+06
23,1.406372e+05,2.026943e+06,1.503236e+06,-9.952734e+04,-1.254718e+06,3.287345e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.739292e+07,-8.107907e-04,-6.787427e-04,-5.022383e+03,-4.533457e+04,-1.941509e+04
uty,-8.153036e-05,8.744383e+07,1.065947e-03,3.688636e+04,1.743479e+04,1.852477e+04
utz,9.968148e-04,1.834730e-03,8.742712e+07,-2.834919e+04,6.898913e+03,1.023265e+04
ss12,-1.254058e+03,3.029438e+04,-1.881054e+04,3.287466e+07,-4.537157e+03,-9.216696e+02
ss13,-4.927462e+04,-2.029630e+03,-9.963453e+03,-4.537157e+03,3.286713e+07,-1.711688e+04
ss23,-7.882927e+03,2.067635e+04,1.443327e+04,-9.216705e+02,-1.711688e+04,3.287346e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.697627e-03,-3.209444e-03,-3.210803e-03,-2.217374e-07,-2.589189e-06,-2.859963e-06
uty,-3.210439e-03,9.698576e-03,-3.210104e-03,3.659154e-07,1.988792e-07,1.164487e-06
utz,-3.211374e-03,-3.209255e-03,9.702195e-03,-9.753564e-07,2.142399e-06,7.156314e-07
ss12,2.137022e-07,-1.462500e-07,-4.504588e-07,9.708424e-03,-2.438519e-06,-3.152974e-08
ss13,-9.803350e-07,-1.180195e-07,8.872867e-07,-2.412409e-06,9.711069e-03,-1.528581e-06
ss23,-1.066811e-06,3.761169e-07,2.357438e-07,7.559965e-08,-1.253440e-06,9.713838e-03
