# Effective stiffness matrix C_ij (Voigt)
# RVE: ICE_z25, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.286163e+10,6.168413e+09,6.164054e+09,2.090731e+06,2.299635e+06,-2.048031e+05
22,6.168413e+09,1.287185e+10,6.165880e+09,1.388270e+06,4.885420e+06,3.172584e+06
33,6.164054e+09,6.165880e+09,1.286685e+10,1.184239e+06,1.728639e+06,2.435995e+06
12,2.090731e+06,1.388270e+06,1.184239e+06,3.335803e+09,2.352092e+05,5.194584e+06
13,2.299635e+06,4.885420e+06,1.728639e+06,2.352092e+05,3.333879e+09,1.831530e+06
23,-2.048031e+05,3.172584e+06,2.435995e+06,5.194584e+06,1.831530e+06,3.339055e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.866671e+07,2.431988e-03,1.920019e-03,9.300400e+03,-1.640962e+04,-1.269914e+04
uty,-1.675092e-03,8.874255e+07,-1.931237e-03,-5.502050e+03,4.657802e+04,1.512246e+04
utz,-4.816169e-04,-4.441056e-04,8.873521e+07,5.229057e+03,-4.351264e+03,9.117005e+03
ss12,1.354020e+04,2.409702e+03,1.047902e+04,3.335804e+07,4.010316e+03,5.781902e+04
ss13,6.369996e+03,5.376170e+04,1.544400e+04,4.010316e+03,3.333879e+07,1.612599e+04
ss23,-1.192725e+03,1.974148e+04,1.522342e+04,5.781902e+04,1.612599e+04,3.339055e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.795092e-03,-3.241670e-03,-3.237164e-03,-6.541308e-07,-5.468025e-06,2.578936e-06
uty,-3.243944e-03,9.793735e-03,-3.237691e-03,-2.400928e-06,3.460699e-06,-2.897772e-06
utz,-3.240011e-03,-3.237815e-03,9.786006e-03,1.826478e-06,3.053465e-07,-1.557828e-06
ss12,-4.857355e-07,-1.058390e-06,3.725686e-07,9.801436e-03,5.629455e-07,1.718586e-06
ss13,-1.959075e-06,1.143609e-06,2.898470e-07,4.340532e-07,9.796978e-03,-7.336732e-07
ss23,7.462387e-07,-1.014249e-06,-6.736078e-07,1.801550e-06,-5.795236e-07,9.802445e-03
