# Effective stiffness matrix C_ij (Voigt)
# RVE: ICE_z55, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.274571e+10,6.150530e+09,6.148566e+09,6.978079e+05,3.002430e+06,-3.960004e+05
22,6.150530e+09,1.274434e+10,6.149473e+09,3.176911e+06,-1.406183e+05,-1.611297e+03
33,6.148566e+09,6.149473e+09,1.273769e+10,7.437520e+05,-2.573593e+06,-1.464355e+05
12,6.978079e+05,3.176911e+06,7.437520e+05,3.281475e+09,-2.998415e+05,3.867511e+04
13,3.002430e+06,-1.406183e+05,-2.573593e+06,-2.998415e+05,3.279270e+09,1.005519e+06
23,-3.960004e+05,-1.611297e+03,-1.464355e+05,3.867511e+04,1.005519e+06,3.284129e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.741903e+07,1.372171e-03,-6.462915e-04,-1.402419e+04,3.978026e+04,-9.485739e+03
uty,-3.069069e-04,8.739899e+07,-6.053106e-04,2.234731e+04,6.274230e+02,1.211957e+03
utz,-3.259946e-04,1.940012e-03,8.735648e+07,-3.226241e+03,-3.915383e+04,-3.351844e+03
ss12,-6.835537e+03,2.052330e+04,1.295143e+03,3.281475e+07,-1.318130e+04,1.754183e+03
ss13,3.081121e+04,1.346533e+03,-2.856331e+04,-1.318130e+04,3.279270e+07,6.389060e+03
ss23,-1.558895e+04,-7.546490e+03,-1.097553e+04,1.754183e+03,6.389059e+03,3.284129e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.836120e-03,-3.255410e-03,-3.255782e-03,-2.674255e-06,5.257635e-07,-1.532910e-06
uty,-3.254272e-03,9.834524e-03,-3.256696e-03,-1.128568e-06,1.359811e-06,4.672990e-08
utz,-3.252927e-03,-3.255366e-03,9.832718e-03,9.672067e-07,-1.298440e-06,-9.901056e-07
ss12,-8.699572e-07,-6.607660e-07,8.886619e-08,9.843243e-03,-2.899319e-06,4.491941e-07
ss13,4.943797e-10,2.735060e-07,-4.384833e-07,-3.308459e-06,9.843445e-03,-1.154736e-06
ss23,-8.065965e-07,-1.534700e-07,-3.672408e-07,3.848606e-07,-1.079066e-06,9.853198e-03
