# Effective stiffness matrix C_ij (Voigt)
# RVE: ICE_z75, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.151756e+10,5.610119e+09,5.617780e+09,-6.078315e+06,-4.264401e+06,-1.124708e+06
22,5.610119e+09,1.151848e+10,5.619554e+09,-5.701909e+05,1.717677e+06,-3.918126e+05
33,5.617780e+09,5.619554e+09,1.155006e+10,5.270879e+06,1.971138e+07,9.695206e+06
12,-6.078315e+06,-5.701909e+05,5.270879e+06,2.931474e+09,-2.098367e+06,3.669225e+06
13,-4.264401e+06,1.717677e+06,1.971138e+07,-2.098367e+06,2.936097e+09,6.585998e+06
23,-1.124708e+06,-3.918126e+05,9.695206e+06,3.669225e+06,6.585998e+06,2.943783e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,7.842992e+07,1.015381e-03,-6.785497e-04,-7.623451e+04,-1.143952e+05,-4.327950e+04
uty,-6.153516e-06,7.842271e+07,-5.500209e-04,-1.664189e+03,-3.911620e+04,-2.573223e+04
utz,-2.403352e-04,3.220777e-05,7.863788e+07,5.265601e+04,1.980625e+05,1.021480e+05
ss12,-7.601657e+04,-2.002966e+04,2.072956e+04,2.931471e+07,-1.693680e+04,2.200782e+04
ss13,-5.301891e+04,3.552829e+03,1.816262e+05,-1.693681e+04,2.936088e+07,3.503249e+04
ss23,-8.005466e+03,5.200641e+03,1.012184e+05,2.200782e+04,3.503249e+04,2.943774e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.820854e-03,-3.273966e-03,-3.270266e-03,1.869990e-07,7.216168e-07,-1.928429e-06
uty,-3.275680e-03,9.807165e-03,-3.273142e-03,1.901215e-06,-5.875993e-07,1.187396e-06
utz,-3.279316e-03,-3.281111e-03,9.821344e-03,-6.678621e-06,-1.701268e-06,1.095143e-07
ss12,-8.956460e-08,-3.940397e-07,-3.121826e-06,9.816340e-03,1.805531e-06,-5.017070e-06
ss13,-5.934982e-07,-1.175746e-06,-1.263610e-06,9.967856e-07,9.824031e-03,-1.023707e-05
ss23,3.525412e-07,1.194759e-06,5.173752e-08,-4.979455e-06,-1.073564e-05,9.813030e-03
