frame,time,S11,S22,S33,S12,S13,S23,E11,E22,E33,E12,E13,E23,sigma_1,sigma_2,sigma_3,sigma_vm,pressure,tresca,epsilon_1,epsilon_2,epsilon_3,W_density,W_total,vm_max,vm_mean,vm_std,sp1_max,sp1_min,sp3_max,sp3_min,press_max,press_min
10,1.0,0.00037975938425915956,0.0006685543623916601,74908571.29125136,-10557.954513959437,-96473.58175990471,49287.168186542454,-0.0032862041135496146,-0.0032751503767925903,0.009756454469646653,6.472119893250939e-07,-1.5830006718721933e-06,1.037198976749277e-05,75557378.51201092,3376491.865966019,-4025299.0856775856,76247727.11314784,-24969523.764099855,79582677.59768808,0.010173909159322321,-0.002485103034370423,-0.004493706145647273,383928.96342913364,47991.120428641705,330420567.4635754,64078128.88089182,48050788.75179189,327938154.08261293,-11619529.466566943,71545508.06543964,-224890497.40300786,54233832.0,-175272125.33333334
