# Effective stiffness matrix C_ij (Voigt)
# RVE: ICE_z95, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,6.777100e+09,3.513831e+09,3.490847e+09,1.319511e+06,8.560055e+06,-9.952661e+05
22,3.513831e+09,7.054195e+09,3.542078e+09,-1.218495e+07,-1.795579e+07,-2.391058e+06
33,3.490847e+09,3.542078e+09,7.117373e+09,-2.940598e+07,1.064621e+07,-2.382960e+07
12,1.319511e+06,-1.218495e+07,-2.940598e+07,1.576008e+09,-6.327215e+06,-7.816296e+06
13,8.560055e+06,-1.795579e+07,1.064621e+07,-6.327215e+06,1.613901e+09,-7.115001e+06
23,-9.952661e+05,-2.391058e+06,-2.382960e+07,-7.816296e+06,-7.115001e+06,1.696833e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,4.469138e+07,-3.485479e-03,-1.279870e-03,2.139949e+05,1.838965e+05,8.920078e+04
uty,1.911514e-03,4.668491e+07,1.832264e-03,-5.721362e+03,-2.466581e+05,1.634022e+04
utz,8.415571e-04,1.470835e-03,4.745918e+07,-2.362869e+05,2.035657e+05,-2.392038e+05
ss12,1.433195e+05,-1.908292e+04,-1.919164e+05,1.576071e+07,-9.023582e+04,-5.245829e+04
ss13,2.517050e+05,-6.617155e+04,2.703438e+05,-9.023582e+04,1.613958e+07,-1.248501e+05
ss23,-3.718532e+04,-9.223864e+04,-2.838918e+05,-5.245829e+04,-1.248501e+05,1.696841e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.422760e-03,-3.410429e-03,-3.257469e-03,9.737151e-05,5.865159e-05,1.483111e-05
uty,-3.452296e-03,9.400867e-03,-3.254254e-03,6.386768e-05,1.220889e-05,-2.178209e-05
utz,-3.409671e-03,-3.312739e-03,9.352219e-03,3.860612e-05,5.068723e-05,-1.529067e-05
ss12,-6.526136e-06,-1.083165e-05,-2.946518e-06,9.467866e-03,-1.699340e-05,1.458506e-05
ss13,1.199762e-05,-4.408358e-06,1.118564e-05,-1.666303e-05,9.485437e-03,-3.561288e-05
ss23,-1.473072e-07,-1.019644e-05,3.412970e-07,1.645384e-05,-2.910965e-05,9.481867e-03
