frame,time,S11,S22,S33,S12,S13,S23,E11,E22,E33,E12,E13,E23,sigma_1,sigma_2,sigma_3,sigma_vm,pressure,tresca,epsilon_1,epsilon_2,epsilon_3,W_density,W_total,vm_max,vm_mean,vm_std,sp1_max,sp1_min,sp3_max,sp3_min,press_max,press_min
10,1.0,-0.0006279343173218876,0.0012375917153235605,74640873.27166544,6134.702812908226,58435.47791184871,-8690.841439898073,-0.003272476681028029,-0.0032844190207902964,0.00974299455246356,-3.092044732770901e-06,7.182904306061228e-06,8.795105443789443e-06,75263756.18297641,3390847.07869279,-4013729.989392036,75954789.18142077,-24880291.090758428,79277486.17236744,0.010151702951251796,-0.002462800454406746,-0.004502803646199706,382228.79435365763,47778.599294207204,205777368.876011,63569314.73972176,47567062.70250052,237724628.0039943,-18024182.619906463,36909685.40558858,-81635010.82793278,55312060.666666664,-101511332.66666667
