# Effective stiffness matrix C_ij (Voigt)
# RVE: BTEN_z65, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.185281e+10,5.683187e+09,5.688015e+09,2.217377e+06,-4.538462e+06,2.385830e+06
22,5.683187e+09,1.186805e+10,5.683198e+09,5.677465e+06,4.158780e+06,-3.125322e+06
33,5.688015e+09,5.683198e+09,1.186363e+10,2.205888e+06,5.052572e+06,5.682923e+05
12,2.217377e+06,5.677465e+06,2.205888e+06,3.075370e+09,3.594897e+06,3.476030e+06
13,-4.538462e+06,4.158780e+06,5.052572e+06,3.594897e+06,3.078654e+09,2.046117e+06
23,2.385830e+06,-3.125322e+06,5.682923e+05,3.476030e+06,2.046117e+06,3.066479e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.168725e+07,1.805086e-03,3.082980e-03,-1.802702e+02,-9.289822e+04,2.386234e+04
uty,8.090795e-04,8.186501e+07,1.070574e-03,7.703260e+04,4.907567e+04,-3.746124e+04
utz,2.797165e-04,1.372747e-03,8.178396e+07,-2.251427e+04,7.355829e+04,2.247292e+03
ss12,3.955543e+04,9.760021e+04,2.271398e+04,3.075372e+07,2.062202e+04,4.817932e+04
ss13,-4.817397e+04,5.844730e+04,7.682721e+04,2.062202e+04,3.078655e+07,1.523420e+04
ss23,9.685547e+03,-3.640616e+04,-6.523654e+03,4.817932e+04,1.523420e+04,3.066480e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.737338e-03,-3.234367e-03,-3.245270e-03,1.147336e-06,-5.690545e-06,-2.034560e-06
uty,-3.242222e-03,9.749670e-03,-3.236541e-03,1.033467e-05,2.734561e-06,1.700384e-06
utz,-3.248364e-03,-3.232563e-03,9.747955e-03,-6.118694e-06,6.418944e-06,-3.051670e-07
ss12,4.375805e-07,4.617905e-06,-2.249206e-06,9.756555e-03,-5.138558e-06,4.210751e-06
ss13,-2.071314e-06,1.213337e-06,2.904151e-06,-4.829824e-06,9.754588e-03,-1.458459e-06
ss23,-1.294273e-06,1.819615e-07,-1.316510e-06,4.540647e-06,-1.939557e-06,9.748121e-03
