# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z55, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.275979e+10,6.063690e+09,6.086732e+09,2.775037e+05,-1.209703e+06,-3.907912e+05
22,6.063690e+09,1.276166e+10,6.090705e+09,4.858635e+05,1.275360e+05,-1.385431e+06
33,6.086732e+09,6.090705e+09,1.287225e+10,7.737560e+05,-4.746289e+05,7.029939e+05
12,2.775037e+05,4.858635e+05,7.737560e+05,3.327991e+09,2.241695e+03,1.507742e+05
13,-1.209703e+06,1.275360e+05,-4.746289e+05,2.241695e+03,3.339998e+09,8.511847e+05
23,-3.907912e+05,-1.385431e+06,7.029939e+05,1.507742e+05,8.511847e+05,3.343900e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.855728e+07,-3.134859e-03,-3.048995e-04,-9.428173e+03,-9.397355e+03,2.099839e+04
uty,-1.138485e-03,8.854038e+07,2.016260e-04,6.607893e+03,1.428492e+04,-5.675095e+04
utz,2.940362e-03,3.121148e-04,8.933479e+07,3.684841e+03,-8.932013e+03,7.421158e+03
ss12,-6.485671e+03,5.587238e+03,3.392839e+03,3.327991e+07,9.307508e+03,5.837672e+03
ss13,-9.945059e+03,7.877711e+03,-9.607288e+03,9.307508e+03,3.339998e+07,5.938605e+03
ss23,-4.617033e+03,-6.314899e+04,-1.493097e+04,5.837674e+03,5.938605e+03,3.343900e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.732224e-03,-3.222542e-03,-3.203877e-03,-2.254427e-06,7.056081e-07,6.872695e-06
uty,-3.221659e-03,9.737097e-03,-3.208077e-03,1.635274e-06,2.239675e-06,-1.219028e-05
utz,-3.231925e-03,-3.237127e-03,9.767224e-03,-5.330977e-07,-2.121152e-06,-1.585180e-06
ss12,-9.888847e-07,5.411499e-07,-1.564499e-07,9.752395e-03,2.754502e-06,1.269658e-06
ss13,9.138800e-08,8.568674e-07,-9.280391e-07,2.814918e-06,9.761075e-03,-7.460063e-07
ss23,2.475479e-06,-4.874558e-06,-6.526605e-07,1.326446e-06,-7.925815e-07,9.767299e-03
