# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z65, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.259432e+10,5.998111e+09,6.034238e+09,9.878704e+05,2.377376e+04,-7.704209e+05
22,5.998111e+09,1.261413e+10,6.040967e+09,1.092155e+06,9.826882e+05,-3.193918e+06
33,6.034238e+09,6.040967e+09,1.279680e+10,5.316262e+05,4.291083e+05,-6.236888e+05
12,9.878704e+05,1.092155e+06,5.316262e+05,3.279170e+09,-6.457176e+05,7.720193e+05
13,2.377376e+04,9.826882e+05,4.291083e+05,-6.457176e+05,3.302168e+09,7.696917e+05
23,-7.704209e+05,-3.193918e+06,-6.236888e+05,7.720193e+05,7.696917e+05,3.303748e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.732818e+07,3.203541e-03,5.901586e-04,1.236511e+04,-1.138819e+04,4.641322e+03
uty,-1.699212e-03,8.744880e+07,6.335912e-05,-1.233573e+04,1.732098e+04,-3.901920e+04
utz,-1.252986e-03,-1.564103e-03,8.877658e+07,6.155485e+03,-4.482911e+01,9.343878e+03
ss12,1.372148e+04,-4.862844e+03,9.085832e+03,3.279170e+07,-9.284782e+03,1.727046e+04
ss13,-4.338303e+03,1.726725e+04,4.224121e+03,-9.284782e+03,3.302168e+07,1.238966e+04
ss23,-1.458054e+04,-4.744567e+04,-1.114763e+04,1.727046e+04,1.238966e+04,3.303748e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.725380e-03,-3.226656e-03,-3.192978e-03,2.376360e-06,-2.337014e-06,-1.163330e-08
uty,-3.230192e-03,9.736133e-03,-3.197304e-03,-5.273901e-06,2.497388e-06,-3.499411e-06
utz,-3.244843e-03,-3.245830e-03,9.785794e-03,2.275302e-06,-6.280876e-07,9.680269e-07
ss12,8.752260e-07,-2.206010e-06,8.753640e-07,9.742274e-03,-8.935750e-07,2.742773e-06
ss13,-7.237943e-07,1.102326e-06,8.680386e-10,-8.252036e-07,9.766397e-03,1.322649e-06
ss23,-2.529412e-08,-1.339886e-06,2.105767e-07,3.060590e-06,1.521077e-06,9.766246e-03
