# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z25, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.286551e+10,6.070528e+09,6.089208e+09,-9.430771e+05,-5.604032e+05,1.792022e+05
22,6.070528e+09,1.287544e+10,6.091394e+09,-1.649101e+06,-6.577405e+05,2.066563e+06
33,6.089208e+09,6.091394e+09,1.294953e+10,9.319289e+04,-1.775842e+06,1.756424e+06
12,-9.430771e+05,-1.649101e+06,9.319289e+04,3.379964e+09,-1.292015e+04,-4.485012e+05
13,-5.604032e+05,-6.577405e+05,-1.775842e+06,-1.292015e+04,3.388485e+09,4.986147e+05
23,1.792022e+05,2.066563e+06,1.756424e+06,-4.485012e+05,4.986147e+05,3.387571e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.975267e+07,-3.934002e-04,1.039201e-03,6.041685e+03,1.269491e+04,-1.417394e+04
uty,-4.537589e-04,8.982339e+07,-3.406714e-06,-4.296457e+04,5.994966e+03,3.455466e+02
utz,4.033995e-03,1.277386e-03,9.032978e+07,1.240742e+04,-2.629098e+04,2.252134e+04
ss12,-1.302342e+04,-4.993547e+04,-8.269549e+03,3.379965e+07,-3.263723e+03,-1.435562e+03
ss13,4.180196e+03,-8.612529e+02,-2.519932e+04,-3.263723e+03,3.388485e+07,6.177147e+02
ss23,-4.505217e+03,6.426063e+03,2.314986e+04,-1.435554e+03,6.177151e+02,3.387571e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.689049e-03,-3.202900e-03,-3.195666e-03,3.352775e-06,3.379382e-06,-1.342164e-06
uty,-3.205559e-03,9.692522e-03,-3.196671e-03,-8.332093e-06,1.804182e-06,-4.431052e-06
utz,-3.216082e-03,-3.214635e-03,9.722397e-03,9.839459e-07,-3.534342e-06,3.531106e-06
ss12,1.026929e-06,-3.383427e-06,2.790072e-07,9.707928e-03,-9.740490e-07,8.676811e-07
ss13,1.046914e-06,4.394223e-07,-1.427896e-06,-8.784851e-07,9.720116e-03,-1.251592e-06
ss23,-3.017118e-07,-1.461758e-06,1.373057e-06,9.360338e-07,-1.326522e-06,9.716083e-03
