# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z35, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.281900e+10,6.054775e+09,6.084809e+09,-5.852156e+05,-1.058078e+06,9.770761e+03
22,6.054775e+09,1.281887e+10,6.085141e+09,6.097024e+05,1.913925e+05,-5.327014e+05
33,6.084809e+09,6.085141e+09,1.294615e+10,8.497558e+05,2.046206e+05,3.826507e+05
12,-5.852156e+05,6.097024e+05,8.497558e+05,3.366264e+09,-4.193692e+04,9.573257e+04
13,-1.058078e+06,1.913925e+05,2.046206e+05,-4.193692e+04,3.380890e+09,6.911709e+05
23,9.770761e+03,-5.327014e+05,3.826507e+05,9.573257e+04,6.911709e+05,3.380465e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.934227e+07,1.885718e-04,1.818313e-04,-1.049278e+04,-1.080002e+04,3.247856e+03
uty,3.662661e-03,8.933833e+07,1.201260e-03,7.348316e+03,-2.488262e+03,-9.885554e+03
utz,-3.471287e-03,-1.879471e-03,9.022497e+07,6.423870e+03,1.963775e+04,1.355356e+04
ss12,-5.572330e+03,7.862602e+03,7.178845e+03,3.366264e+07,5.507954e+03,-1.296971e+03
ss13,-3.651132e+03,2.608615e+03,1.929455e+04,5.507954e+03,3.380890e+07,6.618398e+03
ss23,7.355704e+03,-2.533319e+03,1.514182e+04,-1.296973e+03,6.618398e+03,3.380465e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.692153e-03,-3.208190e-03,-3.192404e-03,-2.312958e-07,4.893544e-07,8.386428e-07
uty,-3.207611e-03,9.692962e-03,-3.192633e-03,3.464721e-07,-2.176984e-06,-9.909041e-07
utz,-3.223601e-03,-3.224330e-03,9.739885e-03,-8.301406e-07,4.183100e-06,2.256246e-06
ss12,1.055897e-07,3.376205e-07,-1.306169e-07,9.717997e-03,1.755171e-06,-7.194537e-07
ss13,6.671598e-08,-7.631644e-07,1.711575e-06,1.758625e-06,9.735898e-03,-1.320496e-07
ss23,2.883969e-07,-3.471431e-07,9.405382e-07,-6.173438e-07,-4.183914e-08,9.737190e-03
