# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z45, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.281805e+10,6.072786e+09,6.104846e+09,3.470091e+05,-2.724087e+06,6.122812e+05
22,6.072786e+09,1.281390e+10,6.104439e+09,-1.882172e+06,-4.196297e+05,1.712098e+06
33,6.104846e+09,6.104439e+09,1.293825e+10,2.700345e+04,-4.552317e+05,-7.519574e+05
12,3.470091e+05,-1.882172e+06,2.700345e+04,3.350861e+09,2.189230e+05,-4.871325e+05
13,-2.724087e+06,-4.196297e+05,-4.552317e+05,2.189230e+05,3.368515e+09,1.735044e+05
23,6.122812e+05,1.712098e+06,-7.519574e+05,-4.871325e+05,1.735044e+05,3.365622e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.911546e+07,-7.983573e-05,-1.263670e-03,1.203952e+04,-2.446447e+04,6.877498e+03
uty,-1.056594e-03,8.908175e+07,-4.609101e-04,-2.781375e+04,5.038881e+03,2.640394e+04
utz,7.056816e-04,6.529590e-05,8.992346e+07,7.726614e+03,2.701454e+03,-2.454038e+04
ss12,3.262834e+03,-2.674796e+04,-1.205951e+01,3.350861e+07,5.974145e+03,-6.350918e+03
ss13,-3.044093e+04,-8.219496e+03,-1.004205e+04,5.974145e+03,3.368515e+07,3.487561e+03
ss23,1.153207e+04,2.623710e+04,-1.209287e+04,-6.350916e+03,3.487560e+03,3.365623e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.715461e-03,-3.213873e-03,-3.202322e-03,8.628562e-07,1.117765e-07,9.731981e-07
uty,-3.212371e-03,9.717070e-03,-3.202684e-03,-2.398419e-06,-2.883213e-07,2.382429e-06
utz,-3.231043e-03,-3.232219e-03,9.761367e-03,9.259716e-07,-8.685957e-07,-2.986501e-06
ss12,2.411436e-07,-8.443805e-07,1.930526e-07,9.735023e-03,1.090644e-06,-5.366541e-07
ss13,-6.256344e-08,-1.389675e-07,-3.484042e-07,1.162814e-06,9.755418e-03,4.763918e-07
ss23,5.072058e-07,1.084830e-06,-9.703061e-07,-3.431765e-07,5.651830e-07,9.751480e-03
