# Effective stiffness matrix C_ij (Voigt)
# RVE: CTEN_z15, L=0.5, applied_strain=0.01
,11,22,33,12,13,23
11,1.283176e+10,6.045354e+09,6.065160e+09,-5.065555e+05,2.174421e+05,-3.421443e+05
22,6.045354e+09,1.284972e+10,6.069026e+09,3.350242e+06,7.464285e+05,-4.879570e+05
33,6.065160e+09,6.069026e+09,1.293396e+10,8.273248e+05,-1.217495e+05,-8.147837e+05
12,-5.065555e+05,3.350242e+06,8.273248e+05,3.376715e+09,-1.366610e+05,7.936861e+05
13,2.174421e+05,7.464285e+05,-1.217495e+05,-1.366610e+05,3.386033e+09,9.725011e+05
23,-3.421443e+05,-4.879570e+05,-8.147837e+05,7.936861e+05,9.725011e+05,3.384943e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,8.964197e+07,1.908295e-04,1.214867e-04,-2.660797e+04,1.943275e+02,-6.307336e+02
uty,-1.179327e-03,8.977057e+07,-4.470882e-04,2.876217e+04,8.091644e+03,2.084072e+03
utz,9.584784e-05,1.547781e-03,9.035898e+07,2.353402e+03,3.833106e+02,-4.429345e+03
ss12,-1.684203e+04,2.485981e+04,4.974081e+03,3.376715e+07,-2.077079e+03,9.277481e+03
ss13,6.344314e+03,1.229440e+04,6.505864e+03,-2.077079e+03,3.386033e+07,1.012668e+04
ss23,-2.592284e+03,-5.474271e+02,-5.461713e+03,9.277481e+03,1.012669e+04,3.384943e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,9.673011e-03,-3.199105e-03,-3.188430e-03,-2.396110e-06,2.042955e-07,-8.861259e-08
uty,-3.203021e-03,9.680296e-03,-3.190102e-03,-9.630791e-07,6.594902e-07,1.008200e-06
utz,-3.213800e-03,-3.211124e-03,9.712080e-03,8.282952e-07,1.290308e-06,4.237126e-07
ss12,-8.986971e-07,-4.777933e-07,4.066158e-07,9.696800e-03,-2.695837e-07,4.571368e-07
ss13,-5.691536e-08,-2.983085e-08,5.709921e-07,-1.506492e-07,9.708907e-03,1.354348e-07
ss23,-2.765390e-07,3.413631e-07,7.133459e-08,3.353621e-07,1.020092e-07,9.705873e-03
