# Effective stiffness matrix C_ij (Voigt)
# RVE: BT80_z95_s2, L=0.8, applied_strain=0.0062499999999999995
,11,22,33,12,13,23
11,9.576987e+09,4.625452e+09,4.725128e+09,1.883507e+06,3.303675e+05,-4.636171e+05
22,4.625452e+09,9.594083e+09,4.722773e+09,-1.719534e+07,-1.777658e+06,-3.964616e+06
33,4.725128e+09,4.722773e+09,1.054031e+10,-3.077976e+06,1.062986e+06,4.545082e+06
12,1.883507e+06,-1.719534e+07,-3.077976e+06,2.418925e+09,-9.885238e+05,-1.533891e+06
13,3.303675e+05,-1.777658e+06,1.062986e+06,-9.885238e+05,2.575953e+09,-3.060617e+06
23,-4.636171e+05,-3.964616e+06,4.545082e+06,-1.533891e+06,-3.060617e+06,2.578329e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,4.135882e+07,1.245378e-04,4.029249e-04,3.035111e+04,-1.463136e+03,-7.876805e+03
uty,-2.957120e-04,4.146541e+07,3.801689e-04,-1.112475e+05,-1.287693e+04,-2.924300e+04
utz,7.074775e-04,6.651175e-04,4.624803e+07,1.985982e+04,1.521932e+04,4.734602e+04
ss12,-2.546874e+04,-1.304008e+05,-3.341039e+04,1.511830e+07,-4.662330e+03,-8.072525e+03
ss13,-1.449880e+03,-9.913815e+03,1.133627e+04,-4.662330e+03,1.609972e+07,-2.990700e+04
ss23,-1.253785e+03,-1.710563e+04,4.107416e+04,-8.072525e+03,-2.990700e+04,1.611457e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,5.932374e-03,-2.095528e-03,-1.862178e-03,-7.520698e-06,-1.849667e-06,-2.164243e-06
uty,-2.102669e-03,5.930306e-03,-1.858242e-03,-8.609733e-07,-4.387093e-08,9.977047e-07
utz,-2.083015e-03,-2.072489e-03,6.056872e-03,3.461330e-06,2.169705e-06,3.512294e-06
ss12,-4.581453e-06,-1.454062e-06,6.553436e-07,5.955643e-03,7.409392e-07,7.799922e-07
ss13,-8.833123e-07,2.996541e-07,7.424677e-07,4.659841e-07,5.997997e-03,-3.989464e-06
ss23,-5.998279e-07,5.704404e-07,1.391233e-06,4.229781e-07,-4.375870e-06,5.993684e-03
