# Effective stiffness matrix C_ij (Voigt)
# RVE: BT80_z95_s5, L=0.8, applied_strain=0.0062499999999999995
,11,22,33,12,13,23
11,9.669505e+09,4.717355e+09,4.797667e+09,9.132190e+06,-6.304934e+05,1.995516e+05
22,4.717355e+09,9.657484e+09,4.803294e+09,2.883998e+06,-1.337537e+06,7.432914e+05
33,4.797667e+09,4.803294e+09,1.061981e+10,1.635970e+06,-1.548699e+06,3.938694e+06
12,9.132190e+06,2.883998e+06,1.635970e+06,2.472768e+09,6.165511e+05,-1.763047e+06
13,-6.304934e+05,-1.337537e+06,-1.548699e+06,6.165511e+05,2.583297e+09,3.750226e+06
23,1.995516e+05,7.432914e+05,3.938694e+06,-1.763047e+06,3.750226e+06,2.597455e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,4.146963e+07,-4.120999e-04,-3.680511e-04,8.699706e+04,2.975886e+03,-3.048547e+03
uty,5.750726e-04,4.137493e+07,7.703568e-04,-4.059506e+01,-5.160646e+03,-7.209348e+03
utz,-1.821082e-04,-1.922152e-04,4.634310e+07,-1.372223e+04,-8.293897e+03,2.016379e+04
ss12,1.219909e+05,5.768109e+04,4.771166e+04,1.545485e+07,6.121448e+03,-1.346570e+04
ss13,-5.307193e+03,-1.132486e+04,-1.399321e+04,6.121449e+03,1.614563e+07,4.044470e+04
ss23,3.905454e+03,8.489832e+02,2.178804e+04,-1.346570e+04,4.044470e+04,1.623412e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,5.961728e-03,-2.125923e-03,-1.861302e-03,1.706321e-05,4.193567e-07,2.028907e-06
uty,-2.123411e-03,5.952475e-03,-1.867937e-03,4.206460e-06,-4.198035e-07,-1.684048e-06
utz,-2.080414e-03,-2.092583e-03,6.086400e-03,1.152861e-06,-1.009918e-06,-8.979317e-07
ss12,5.599860e-06,5.961713e-08,1.140509e-07,5.995373e-03,9.869401e-07,-9.520141e-07
ss13,1.534795e-07,-1.742177e-07,-4.047057e-07,8.102516e-07,6.026473e-03,6.178355e-06
ss23,6.290445e-07,-5.346198e-07,-3.483215e-07,-9.843311e-07,6.954828e-06,6.022388e-03
