# Effective stiffness matrix C_ij (Voigt)
# RVE: BT80_z95_s4, L=0.8, applied_strain=0.0062499999999999995
,11,22,33,12,13,23
11,9.711435e+09,4.723993e+09,4.808010e+09,5.021538e+06,-3.931971e+05,1.656742e+06
22,4.723993e+09,9.672834e+09,4.791174e+09,2.696142e+06,-1.469435e+06,-2.966626e+06
33,4.808010e+09,4.791174e+09,1.061599e+10,4.341673e+06,3.080029e+06,-7.397265e+05
12,5.021538e+06,2.696142e+06,4.341673e+06,2.462295e+09,1.292302e+06,-1.392860e+06
13,-3.931971e+05,-1.469435e+06,3.080029e+06,1.292302e+06,2.597771e+09,7.819722e+06
23,1.656742e+06,-2.966626e+06,-7.397265e+05,-1.392860e+06,7.819722e+06,2.585609e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,4.165828e+07,-2.663561e-04,-2.983848e-04,-9.035567e+03,2.596878e+03,1.529875e+04
uty,3.970044e-05,4.152908e+07,8.438888e-05,1.367701e+04,-2.227685e+04,-2.221300e+04
utz,6.508443e-04,-1.561777e-04,4.637568e+07,8.732181e+03,2.502499e+04,9.020750e+02
ss12,3.017145e+03,1.979160e+04,1.652564e+04,1.538933e+07,6.562346e+03,-1.263928e+04
ss13,4.267763e+03,-1.415548e+04,2.165040e+04,6.562345e+03,1.623603e+07,3.442084e+04
ss23,6.608028e+03,-2.113298e+04,-4.054918e+03,-1.263928e+04,3.442084e+04,1.616001e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,5.965057e-03,-2.122210e-03,-1.870984e-03,-9.849224e-06,2.544666e-06,-1.027452e-06
uty,-2.121999e-03,5.959313e-03,-1.861282e-03,1.048440e-05,-2.836948e-06,-1.171746e-06
utz,-2.083801e-03,-2.078133e-03,6.071501e-03,1.896690e-08,5.053578e-07,1.023081e-06
ss12,-4.275164e-06,8.174851e-07,-6.086575e-07,5.970659e-03,-4.182426e-07,-1.610406e-06
ss13,1.324044e-06,-1.325324e-06,3.225390e-07,-7.876935e-07,6.019446e-03,-5.074895e-06
ss23,-4.725625e-07,4.559343e-09,3.864512e-07,-1.495503e-06,-6.078057e-06,6.010539e-03
