run_id,L,L_mesh,Is_Porous,E_matrix,nu_matrix,VoF_sphere,r_avg,r_std,Mode,Disp,Mode2,Disp2,VoF_void_sphere,VoF_incl_sphere,E_sphere_inclusion,nu_sphere_inclusion,sphericity_avg,sphericity_std,min_distance,max_iterations,nlgeom_flag,PBC_Method,Kappa,Bending_Plane,Bending_PBC_Type,generate_channels,channel_vof_target,r_channel_avg,r_channel_std,Growth_Direction,Growth_Concentration,Inclusion_Type,K_inclusion,G_inclusion,full_tensor
SAL_LIN_z75,0.50,0.033,Composite,9.4161e+09,0.33,0.0493,0.042,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.012,0.0373,2.2e9,0.48,0.67,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.0248,0.022,0.005,Z,0.64,Liquid,2200000000.0,440029.33528897085,No
SAL_LIN_z85,0.50,0.033,Composite,9.3926e+09,0.33,0.0674,0.044,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.012,0.0554,2.2e9,0.48,0.64,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.0369,0.022,0.005,Z,0.67,Liquid,2200000000.0,440029.33528897085,No
SAL_LIN_z95,0.50,0.033,Composite,9.3692e+09,0.33,0.108,0.045,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.012,0.096,2.2e9,0.48,0.61,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.064,0.022,0.005,Z,0.70,Liquid,2200000000.0,440029.33528897085,No
