run_id,L,L_mesh,Is_Porous,E_matrix,nu_matrix,VoF_sphere,r_avg,r_std,Mode,Disp,Mode2,Disp2,VoF_void_sphere,VoF_incl_sphere,E_sphere_inclusion,nu_sphere_inclusion,sphericity_avg,sphericity_std,min_distance,max_iterations,nlgeom_flag,PBC_Method,Kappa,Bending_Plane,Bending_PBC_Type,generate_channels,channel_vof_target,r_channel_avg,r_channel_std,Growth_Direction,Growth_Concentration,Inclusion_Type,K_inclusion,G_inclusion,full_tensor
SEAS_w12_z35,0.50,0.033,Composite,9.4429e+09,0.33,0.0458,0.036,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.0172,0.0286,2.2e9,0.48,0.77,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,No,0,0.022,0.005,Z,0.51,Liquid,2200000000.0,440029.33528897085,No
SEAS_w12_z45,0.50,0.033,Composite,9.4298e+09,0.33,0.0472,0.037,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.0164,0.0308,2.2e9,0.48,0.74,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,No,0,0.022,0.005,Z,0.54,Liquid,2200000000.0,440029.33528897085,No
SEAS_w12_z55,0.50,0.033,Composite,9.4166e+09,0.33,0.051,0.039,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.0156,0.0354,2.2e9,0.48,0.72,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,No,0,0.022,0.005,Z,0.58,Liquid,2200000000.0,440029.33528897085,No
SEAS_w12_z65,0.50,0.033,Composite,9.4035e+09,0.33,0.0584,0.040,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.0148,0.0436,2.2e9,0.48,0.69,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,No,0,0.022,0.005,Z,0.61,Liquid,2200000000.0,440029.33528897085,No
SEAS_w12_z75,0.50,0.033,Composite,9.3903e+09,0.33,0.0495,0.042,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.014,0.0355,2.2e9,0.48,0.67,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.0237,0.022,0.005,Z,0.64,Liquid,2200000000.0,440029.33528897085,No
SEAS_w12_z85,0.50,0.033,Composite,9.3772e+09,0.33,0.0683,0.044,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.0132,0.0551,2.2e9,0.48,0.64,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.0367,0.022,0.005,Z,0.67,Liquid,2200000000.0,440029.33528897085,No
SEAS_w12_z95,0.50,0.033,Composite,9.3640e+09,0.33,0.1172,0.045,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.0124,0.1048,2.2e9,0.48,0.61,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.0698,0.022,0.005,Z,0.70,Liquid,2200000000.0,440029.33528897085,No
SEAS_w06_z05,0.50,0.033,Composite,9.4089e+09,0.33,0.0575,0.031,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.0196,0.0379,2.2e9,0.48,0.85,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.0253,0.022,0.005,Z,0.42,Liquid,2200000000.0,440029.33528897085,No
SEAS_w06_z15,0.50,0.033,Composite,9.4035e+09,0.33,0.0508,0.032,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.0188,0.032,2.2e9,0.48,0.82,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.0213,0.022,0.005,Z,0.45,Liquid,2200000000.0,440029.33528897085,No
SEAS_w06_z25,0.50,0.033,Composite,9.3981e+09,0.33,0.0481,0.034,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.018,0.0301,2.2e9,0.48,0.79,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.0201,0.022,0.005,Z,0.48,Liquid,2200000000.0,440029.33528897085,No
SEAS_w06_z35,0.50,0.033,Composite,9.3926e+09,0.33,0.048,0.036,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.0172,0.0308,2.2e9,0.48,0.77,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.0205,0.022,0.005,Z,0.51,Liquid,2200000000.0,440029.33528897085,No
SEAS_w06_z45,0.50,0.033,Composite,9.3872e+09,0.33,0.0486,0.037,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.0164,0.0322,2.2e9,0.48,0.74,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.0215,0.022,0.005,Z,0.54,Liquid,2200000000.0,440029.33528897085,No
SEAS_w06_z55,0.50,0.033,Composite,9.3818e+09,0.33,0.0514,0.039,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.0156,0.0358,2.2e9,0.48,0.72,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.0238,0.022,0.005,Z,0.58,Liquid,2200000000.0,440029.33528897085,No
SEAS_w06_z65,0.50,0.033,Composite,9.3764e+09,0.33,0.0569,0.040,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.0148,0.0421,2.2e9,0.48,0.69,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.028,0.022,0.005,Z,0.61,Liquid,2200000000.0,440029.33528897085,No
SEAS_w06_z75,0.50,0.033,Composite,9.3710e+09,0.33,0.0673,0.042,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.014,0.0533,2.2e9,0.48,0.67,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.0356,0.022,0.005,Z,0.64,Liquid,2200000000.0,440029.33528897085,No
SEAS_w06_z85,0.50,0.033,Composite,9.3655e+09,0.33,0.0879,0.044,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.0132,0.0747,2.2e9,0.48,0.64,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.0499,0.022,0.005,Z,0.67,Liquid,2200000000.0,440029.33528897085,No
SEAS_w06_z95,0.50,0.033,Composite,9.3601e+09,0.33,0.1324,0.045,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.0124,0.12,2.2e9,0.48,0.61,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.08,0.022,0.005,Z,0.70,Liquid,2200000000.0,440029.33528897085,No
