run_id,L,L_mesh,Is_Porous,E_matrix,nu_matrix,VoF_sphere,r_avg,r_std,Mode,Disp,Mode2,Disp2,VoF_void_sphere,VoF_incl_sphere,E_sphere_inclusion,nu_sphere_inclusion,sphericity_avg,sphericity_std,min_distance,max_iterations,nlgeom_flag,PBC_Method,Kappa,Bending_Plane,Bending_PBC_Type,generate_channels,channel_vof_target,r_channel_avg,r_channel_std,Growth_Direction,Growth_Concentration,Inclusion_Type,K_inclusion,G_inclusion,full_tensor
SKEL_c500_s2,0.50,0.028,Composite,9.3587e+09,0.33,0.095,0.045,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.02,0.075,2.2e9,0.48,0.40,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.425,0.045,0.009,Z,0.95,Liquid,2200000000.0,440029.33528897085,No
SKEL_c500_s3,0.50,0.028,Composite,9.3587e+09,0.33,0.095,0.045,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.02,0.075,2.2e9,0.48,0.40,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.425,0.045,0.009,Z,0.95,Liquid,2200000000.0,440029.33528897085,No
SKEL_p220_s1,0.50,0.028,Composite,9.3587e+09,0.33,0.152,0.045,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.02,0.132,2.2e9,0.48,0.58,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.088,0.027,0.006,Z,0.75,Liquid,2200000000.0,440029.33528897085,No
SKEL_p220_s2,0.50,0.028,Composite,9.3587e+09,0.33,0.152,0.045,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.02,0.132,2.2e9,0.48,0.58,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.088,0.027,0.006,Z,0.75,Liquid,2200000000.0,440029.33528897085,No
SKEL_p220_s3,0.50,0.028,Composite,9.3587e+09,0.33,0.152,0.045,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.02,0.132,2.2e9,0.48,0.58,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.088,0.027,0.006,Z,0.75,Liquid,2200000000.0,440029.33528897085,No
SKEL_p360_s1,0.50,0.028,Composite,9.3587e+09,0.33,0.236,0.045,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.02,0.216,2.2e9,0.48,0.49,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.144,0.036,0.007,Z,0.85,Liquid,2200000000.0,440029.33528897085,No
SKEL_p360_s2,0.50,0.028,Composite,9.3587e+09,0.33,0.236,0.045,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.02,0.216,2.2e9,0.48,0.49,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.144,0.036,0.007,Z,0.85,Liquid,2200000000.0,440029.33528897085,No
SKEL_p360_s3,0.50,0.028,Composite,9.3587e+09,0.33,0.236,0.045,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.02,0.216,2.2e9,0.48,0.49,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.144,0.036,0.007,Z,0.85,Liquid,2200000000.0,440029.33528897085,No
SKEL_p500_s1,0.50,0.028,Composite,9.3587e+09,0.33,0.32,0.045,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.02,0.3,2.2e9,0.48,0.40,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.2,0.045,0.009,Z,0.95,Liquid,2200000000.0,440029.33528897085,No
SKEL_p500_s2,0.50,0.028,Composite,9.3587e+09,0.33,0.32,0.045,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.02,0.3,2.2e9,0.48,0.40,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.2,0.045,0.009,Z,0.95,Liquid,2200000000.0,440029.33528897085,No
SKEL_p500_s3,0.50,0.028,Composite,9.3587e+09,0.33,0.32,0.045,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.02,0.3,2.2e9,0.48,0.40,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,Yes,0.2,0.045,0.009,Z,0.95,Liquid,2200000000.0,440029.33528897085,No
